"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"Singapore govt [[extends]] third-party war risk insurance SINGAPORE : The government is extending third-party war [[risk]] insurance [[cover]] to the Civil Aviation [[Authority]] of Singapore and SATS Security Services, a unit of the Singapore Airlines group.","Singapore govt [[exsert]] third-party war risk insurance SINGAPORE : The government is extending third-party war [[endangerment]] insurance [[shroud]] to the Civil Aviation [[authorization]] of Singapore and SATS Security Services, a unit of the Singapore Airlines group.",0.20088320970535278,0.7683159708976746,2,1,2,252,"Successful"
"Mills Grabs \$1B Portfolio; Taubman Likely to Lose [[Contracts]] Mills Corp. agreed to purchase a 50 percent [[interest]] in [[nine]] malls owned by General Motors Asset Management Corp. for just over \$1 billion, creating a new joint venture between the groups. The deal will extend ...","Mills Grabs \$1B Portfolio; Taubman Likely to Lose [[compress]] Mills Corp. agreed to purchase a 50 percent [[involvement]] in [[nine-spot]] malls owned by General Motors Asset Management Corp. for just over \$1 billion, creating a new joint venture between the groups. The deal will extend ...",0.35467398166656494,0.617137610912323,2,0,2,301,"Successful"
"Sun to [[shine]] spotlight on new operating system, Solaris [[10]] Sun Microsystems SUNW is expected to release a new version of its operating system today - a big part of the struggling computer maker #39;s plan to [[save]] itself.","Sun to [[strike]] spotlight on new operating system, Solaris [[decade]] Sun Microsystems SUNW is expected to release a new version of its operating system today - a big part of the struggling computer maker #39;s plan to [[economise]] itself.",0.24280589818954468,0.5704051852226257,3,2,3,318,"Successful"
"[[Fed]] Cup all [[tied]] up FRANCE #39;[[S]] Russian-born Tatiana Golovin [[left]] the Fed Cup [[final]] hanging in the balance [[today]] as she [[beat]] Russia #39;s [[US]] [[Open]] [[champion]] Svetlana Kuznetsova 6-4, 6-1 to [[level]] the [[tie]] at 2-2 and take it to the final doubles match.","[[fertilise]] Cup all [[bond]] up FRANCE #39;[[second]] Russian-born Tatiana Golovin [[leave]] the Fed Cup [[concluding]] hanging in the balance [[now]] as she [[crush]] Russia #39;s [[America]] [[opened]] [[ace]] Svetlana Kuznetsova 6-4, 6-1 to [[charge]] the [[standoff]] at 2-2 and take it to the final doubles match.",0.12312078475952148,0.21456193923950195,1,1,1,758,"Failed"
"Nokia [[announces]] [[Near]] [[Field]] Communication [[products]] With the Nokia NFC ([[Near]] [[Field]] [[Communication]]) [[shell]] on their phone, [[consumers]] will be able to access a variety of [[services]] and exchange [[information]] with a [[simple]] [[touch]] gesture.","Nokia [[herald]] [[near]] [[orbit]] Communication [[ware]] With the Nokia NFC ([[nearly]] [[sphere]] [[communication]]) [[blast]] on their phone, [[consumer]] will be able to access a variety of [[overhaul]] and exchange [[data]] with a [[elementary]] [[equal]] gesture.",0.3617632985115051,0.4982661008834839,3,3,3,417,"Failed"
"Today in Athens Leontien Zijlaard-van Moorsel of the Netherlands wipes a [[tear]] after winning the gold medal in the [[women]] #39;s road [[cycling]] [[individual]] time [[trial]] at the Vouliagmeni Olympic Centre in Athens on [[Wednesday]]. ","Today in Athens Leontien Zijlaard-van Moorsel of the Netherlands wipes a [[rent]] after winning the gold medal in the [[woman]] #39;s road [[motorbike]] [[mortal]] time [[run]] at the Vouliagmeni Olympic Centre in Athens on [[Wed]]. ",0.08138120174407959,0.7681093215942383,1,0,1,194,"Successful"
"President Hu [[congratulates]] Sihamoni on becoming king of Cambodia [[Chinese]] President Hu Jintao sent a message to Norodom Sihamoni on Thursday to [[congratulate]] him on his election as the [[king]] of Cambodia.","President Hu [[felicitate]] Sihamoni on becoming king of Cambodia [[Taiwanese]] President Hu Jintao sent a message to Norodom Sihamoni on Thursday to [[preen]] him on his election as the [[magnate]] of Cambodia.",0.3072298765182495,0.7798013687133789,0,2,0,116,"Successful"
"Govt. to Test New Air Passenger Screening Program The US government unveiled plans on Thursday for a revised computer-based program using personal information to identify airline passengers who may pose a threat to air travel.","Govt. to Test New Air Passenger Screening Program The US government unveiled plans on Thursday for a revised computer-based program using personal information to identify airline passengers who may pose a threat to air travel.",0.6890560984611511,0.6890560984611511,2,2,3,1,"Skipped"
"[[Afghans]] [[rocky]] [[road]] to [[historic]] elections KALAKAN, Afghanistan There were toothless [[old]] [[men]], turbaned and gray-bearded, and [[young]] [[men]] not [[yet]] [[old]] [[enough]] to shave. There were mullahs and mujahedeen, and the presidential [[candidate]] #39;s 3-year-old [[son]].","[[Paxto]] [[rough]] [[route]] to [[historical]] elections KALAKAN, Afghanistan There were toothless [[sometime]] [[hands]], turbaned and gray-bearded, and [[offspring]] [[hands]] not [[still]] [[onetime]] [[plenty]] to shave. There were mullahs and mujahedeen, and the presidential [[prospect]] #39;s 3-year-old [[Logos]].",0.12472575902938843,0.3509921431541443,0,0,0,272,"Failed"
"[[Oil]] Prices [[Set]] a [[New]] [[Record]] Above \$[[50]]  SINGAPORE (Reuters) - [[Oil]] prices [[set]] a [[new]] [[record]] above \$[[50]]  a barrel on Tuesday as a [[prolonged]] [[U]].[[S]]. production outage  [[following]] Hurricane Ivan [[attracted]] [[fresh]] [[speculative]] buying.","[[crude]] Prices [[situated]] a [[newly]] [[commemorate]] Above \$[[L]]  SINGAPORE (Reuters) - [[crude]] prices [[situated]] a [[newly]] [[commemorate]] above \$[[L]]  a barrel on Tuesday as a [[extend]] [[u]].[[s]]. production outage  [[follow]] Hurricane Ivan [[draw]] [[bracing]] [[risky]] buying.",0.3099856376647949,0.5680837631225586,2,2,2,596,"Failed"
