"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"Singapore govt extends third-party war risk insurance SINGAPORE : The government is extending third-party war risk insurance cover to the Civil [[Aviation]] Authority of Singapore and SATS Security Services, a unit of the Singapore [[Airlines]] group.","Singapore govt extends third-party war risk insurance SINGAPORE : The government is extending third-party war risk insurance cover to the Civil [[Aviatoin]] Authority of Singapore and SATS Security Services, a unit of the Singapore [[Aiⲅlines]] group.",0.20088320970535278,0.7063945531845093,2,0,2,48,"Successful"
"Mills Grabs \$[[1B]] Portfolio; [[Taubman]] Likely to Lose Contracts Mills Corp. agreed to purchase a 50 percent [[interest]] in nine malls owned by General Motors Asset Management Corp. for just over \$[[1]] billion, creating a new joint [[venture]] between the groups. The deal will extend ...","Mills Grabs \$[[lB]] Portfolio; [[Tubman]] Likely to Lose Contracts Mills Corp. agreed to purchase a 50 percent [[intreest]] in nine malls owned by General Motors Asset Management Corp. for just over \$[[l]] billion, creating a new joint [[veture]] between the groups. The deal will extend ...",0.35467398166656494,0.5759153366088867,2,2,2,286,"Failed"
"[[Fed]] [[Cup]] all [[tied]] up FRANCE #39;S [[Russian-born]] [[Tatiana]] Golovin left the Fed Cup [[final]] hanging in the balance today as she [[beat]] [[Russia]] #39;s US [[Open]] champion Svetlana [[Kuznetsova]] [[6-4]], [[6-1]] to level the tie at 2-2 and take it to the final doubles match.","[[Feԁ]] [[Cuр]] all [[ted]] up FRANCE #39;S [[Russian-borո]] [[Tatana]] Golovin left the Fed Cup [[f]] [[inal]] hanging in the balance today as she [[bea𝚝]] [[Rսssia]] #39;s US [[Opeո]] champion Svetlana [[Kuzn]] [[etsova]] [[6-Ꮞ]], [[6]] -[[1]] to level the tie at 2-2 and take it to the final doubles match.",0.12312078475952148,0.6727066040039062,1,0,1,161,"Successful"
"Nokia announces Near [[Field]] [[Communication]] products With the [[Nokia]] NFC ([[Near]] Field Communication) shell on their phone, consumers will be [[able]] to access a variety of services and [[exchange]] information with a simple [[touch]] [[gesture]].","Nokia announces Near [[Filed]] [[Communica𝚝ion]] products With the [[No𝒌ia]] NFC ([[Neaⲅ]] Field Communication) shell on their phone, consumers will be [[abe]] to access a variety of services and [[exϲhange]] information with a simple [[touϲh]] [[gestuⲅe]].",0.3617632985115051,0.4453027844429016,3,3,3,163,"Failed"
"Today in [[Athens]] Leontien Zijlaard-van Moorsel of the Netherlands wipes a [[tear]] after winning the gold medal in the women #[[39]];s road [[cycling]] individual time [[trial]] at the Vouliagmeni Olympic Centre in Athens on Wednesday. ","Today in [[Athenѕ]] Leontien Zijlaard-van Moorsel of the Netherlands wipes a [[ter]] after winning the gold medal in the women #[[Ʒ9]];s road [[cyling]] individual time [[𝚝rial]] at the Vouliagmeni Olympic Centre in Athens on Wednesday. ",0.08138120174407959,0.6119582653045654,1,0,1,81,"Successful"
"President Hu congratulates Sihamoni on becoming king of [[Cambodia]] [[Chinese]] President Hu Jintao sent a message to Norodom Sihamoni on Thursday to congratulate him on his [[election]] as the king of Cambodia.","President Hu congratulates Sihamoni on becoming king of [[Cɑmbodia]] [[Chinеse]] President Hu Jintao sent a message to Norodom Sihamoni on Thursday to congratulate him on his [[еlection]] as the king of Cambodia.",0.3072298765182495,0.7504544258117676,0,1,0,51,"Successful"
"Govt. to Test New Air Passenger Screening Program The US government unveiled plans on Thursday for a revised computer-based program using personal information to identify airline passengers who may pose a threat to air travel.","Govt. to Test New Air Passenger Screening Program The US government unveiled plans on Thursday for a revised computer-based program using personal information to identify airline passengers who may pose a threat to air travel.",0.6890560984611511,0.6890560984611511,2,2,3,1,"Skipped"
"[[Afghans]] rocky [[road]] to historic elections KALAKAN, Afghanistan There were toothless old men, [[turbaned]] and [[gray-bearded]], and young men not yet old enough to shave. There were [[mullahs]] and [[mujahedeen]], and the presidential candidate #39;s 3-year-old son.","[[Afghanѕ]] rocky [[roaԁ]] to historic elections KALAKAN, Afghanistan There were toothless old men, [[turbned]] and [[gray-beardeԁ]], and young men not yet old enough to shave. There were [[mullhas]] and [[mujaheԁeen]], and the presidential candidate #39;s 3-year-old son.",0.12472575902938843,0.5339838266372681,0,1,0,135,"Successful"
"[[Oil]] Prices Set a [[New]] Record Above \$50  SINGAPORE (Reuters) - Oil prices [[set]] a [[new]] record above \$50  a barrel on [[Tuesday]] as a prolonged U.S. [[production]] outage  following Hurricane Ivan [[attracted]] [[fresh]] [[speculative]] buying.","[[Oiⅼ]] Prices Set a [[Nw]] Record Above \$50  SINGAPORE (Reuters) - Oil prices [[se𝚝]] a [[nw]] record above \$50  a barrel on [[Tuesdɑy]] as a prolonged U.S. [[produc𝚝ion]] outage  following Hurricane Ivan [[attracteԁ]] [[freѕh]] [[speculatiѵe]] buying.",0.3099856376647949,0.5025705099105835,2,2,2,224,"Failed"
"Sun's Looking Glass [[Provides]] 3D View Developers [[get]] [[early]] code for [[new]] [[operating]] system 'skin' still being [[crafted]].","Sun's Looking Glass [[Proides]] 3D View Developers [[gеt]] [[earlу]] code for [[ոew]] [[оperating]] system 'skin' still being [[crafteԁ]].",0.13281285762786865,0.3404465317726135,3,3,3,100,"Failed"
"[[Phelps]] [[Seeks]] More [[Gold]] at World Championships  INDIANAPOLIS (Reuters) - Still riding a wave of euphoria  from the [[Olympics]], Michael Phelps returns to the [[pool]] this week  at the world short [[course]] swimming championships [[seeking]] a  [[repeat]] of his six gold medals in [[Athens]].","[[Phelpѕ]] [[Seekѕ]] More [[God]] at World Championships  INDIANAPOLIS (Reuters) - Still riding a wave of euphoria  from the [[Olympicѕ]], Michael Phelps returns to the [[pol]] this week  at the world short [[courѕe]] swimming championships [[seeing]] a  [[repea𝚝]] of his six gold medals in [[Atհens]].",0.2425757646560669,0.33399707078933716,1,1,1,273,"Failed"
"US [[suspends]] helicopter flights after Japan crash (AFP) [[AFP]] - The [[United]] States suspended flights of CH-53D military helicopters in [[Japan]], bowing to protests over a crash in an [[Okinawa]] [[university]] campus.","US [[susрends]] helicopter flights after Japan crash (AFP) [[A]] [[FP]] - The [[Uniteԁ]] States suspended flights of CH-53D military helicopters in [[Jpaan]], bowing to protests over a crash in an [[Okiawa]] [[universi𝚝y]] campus.",0.2898638844490051,0.8171881437301636,0,3,0,83,"Successful"
"Anniversary remembered on [[game]] day When the attacks came on Sept. 11, 2001, Tom O'Brien, if only for a moment, stopped being [[Boston]] College's coach. On that day, as the World Trade Center and Pentagon smoldered and the world stood still, O'Brien was a Navy man.","Anniversary remembered on [[gmae]] day When the attacks came on Sept. 11, 2001, Tom O'Brien, if only for a moment, stopped being [[Bos𝚝on]] College's coach. On that day, as the World Trade Center and Pentagon smoldered and the world stood still, O'Brien was a Navy man.",0.20933401584625244,0.7190033197402954,1,0,1,46,"Successful"
"[[Viacom]], Disney pay \$1.5M FCC fine [[Disney]] and [[Viacom]] agreed to a fine of \$1.5 million from the Federal Communications Commission over claims their children #39;s cable [[television]] networks violated [[advertising]] restrictions, the FCC said Thursday.","[[Viɑcom]], Disney pay \$1.5M FCC fine [[Diѕney]] and [[Vicom]] agreed to a fine of \$1.5 million from the Federal Communications Commission over claims their children #39;s cable [[televisioո]] networks violated [[advertiisng]] restrictions, the FCC said Thursday.",0.13135069608688354,0.7085198163986206,2,3,2,82,"Successful"
"Pfizer Sends Out Update On [[Drug]] Bextra Pfizer Inc. said Friday that it will provide health-care professionals with additional information about its Bextra [[arthritis]] [[drug]] and that it will conduct further studies to confirm the [[drug]] #39;s long-term cardiovascular safety record.","Pfizer Sends Out Update On [[Durg]] Bextra Pfizer Inc. said Friday that it will provide health-care professionals with additional information about its Bextra [[arthritiѕ]] [[dⲅug]] and that it will conduct further studies to confirm the [[dⲅug]] #39;s long-term cardiovascular safety record.",0.31207823753356934,0.6257549524307251,2,3,2,61,"Successful"
"Restive [[Maldives]] eases [[curfew]] after rounding up [[dissidents]] (AFP) AFP - A curfew in the capital of the Maldives was [[eased]] but parliament sessions were put off indefinitely and emergency rule [[continued]] following last week's riots, officials and residents [[said]].","Restive [[Maldiveѕ]] eases [[crfew]] after rounding up [[dsisidents]] (AFP) AFP - A curfew in the capital of the Maldives was [[easeԁ]] but parliament sessions were put off indefinitely and emergency rule [[continueԁ]] following last week's riots, officials and residents [[sɑid]].",0.14367306232452393,0.33496803045272827,0,0,0,271,"Failed"
"US [[Airways]], Pilots Union Near [[Agreement]] US Airways is seeking \$[[800]] million in [[concessions]] from employee unions as it attempts to [[avoid]] [[filing]] [[Chapter]] 11. The [[Air]] Line Pilots [[Association]] will present its [[proposal]] on the evening of ","US [[Aіrways]], Pilots Union Near [[Agreemen𝚝]] US Airways is seeking \$[[80]] million in [[concessionѕ]] from employee unions as it attempts to [[avid]] [[fiⅼing]] [[Chapteⲅ]] 11. The [[Ar]] Line Pilots [[Associa𝚝ion]] will present its [[propsal]] on the evening of ",0.18795299530029297,0.62372887134552,2,2,2,160,"Failed"
"[[Sun]] to shine spotlight on new operating system, [[Solaris]] 10 Sun Microsystems SUNW is expected to release a new version of its operating system today - a big part of the struggling computer maker #39;s plan to save itself.","[[Sn]] to shine spotlight on new operating system, [[Solariѕ]] 10 Sun Microsystems SUNW is expected to release a new version of its operating system today - a big part of the struggling computer maker #39;s plan to save itself.",0.24280589818954468,0.5959229469299316,3,2,3,40,"Successful"
