"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"Singapore [[govt]] [[extends]] [[third-party]] war risk insurance SINGAPORE : The government is extending third-party [[war]] risk insurance cover to the [[Civil]] [[Aviation]] [[Authority]] of Singapore and SATS Security Services, a unit of the Singapore Airlines group.","Singapore [[gov𝚝]] [[extendѕ]] [[third˗party]] war risk insurance SINGAPORE : The government is extending third-party [[waⲅ]] risk insurance cover to the [[Civiⅼ]] [[Avia𝚝ion]] [[Authori𝚝y]] of Singapore and SATS Security Services, a unit of the Singapore Airlines group.",0.09601086378097534,0.6020451784133911,2,0,2,114,"Successful"
"[[Mills]] [[Grabs]] \$[[1B]] [[Portfolio]]; [[Taubman]] Likely to Lose Contracts [[Mills]] Corp. agreed to purchase a 50 percent interest in nine malls owned by General Motors Asset Management Corp. for just over \$[[1]] [[billion]], creating a new joint venture between the groups. The deal will extend ...","[[Millѕ]] [[Grɑbs]] \$[[lB]] [[Portfoⅼio]]; [[TauЬman]] Likely to Lose Contracts [[Millѕ]] Corp. agreed to purchase a 50 percent interest in nine malls owned by General Motors Asset Management Corp. for just over \$[[l]] [[bilⅼion]], creating a new joint venture between the groups. The deal will extend ...",0.13612323999404907,0.6191115975379944,2,0,2,285,"Successful"
"Sun to shine spotlight on new operating system, [[Solaris]] 10 Sun [[Microsystems]] SUNW is expected to release a new version of its operating system today - a big part of the struggling computer maker #39;s plan to save itself.","Sun to shine spotlight on new operating system, [[Sоlaris]] 10 Sun [[Mіcrosystems]] SUNW is expected to release a new version of its operating system today - a big part of the struggling computer maker #39;s plan to save itself.",0.09273415803909302,0.529971182346344,3,2,3,53,"Successful"
"Fed Cup all tied up [[FRANCE]] #[[39]];S [[Russian-born]] Tatiana Golovin left the Fed Cup [[final]] hanging in the [[balance]] today as she beat [[Russia]] #39;s US Open champion Svetlana [[Kuznetsova]] 6-4, [[6-1]] to level the [[tie]] at [[2-2]] and [[take]] it to the final [[doubles]] [[match]].","Fed Cup all tied up [[F]] [[RANCE]] #[[3৭]];S [[Russian-boⲅn]] Tatiana Golovin left the Fed Cup [[finaⅼ]] hanging in the [[balan]] [[ce]] today as she beat [[Rusѕia]] #39;s US Open champion Svetlana [[Kuznetsoѵa]] 6-4, [[б-1]] to level the [[tiе]] at [[2˗2]] and [[ta]] [[ke]] it to the final [[do]] [[ubles]] [[m]] [[atch]].",0.02655273675918579,0.06902915239334106,1,1,1,181,"Failed"
"Today in [[Athens]] Leontien [[Zijlaard-van]] Moorsel of the [[Netherlands]] wipes a tear after [[winning]] the gold [[medal]] in the women #[[39]];s road cycling individual time trial at the Vouliagmeni [[Olympic]] Centre in Athens on [[Wednesday]]. ","Today in [[Athenѕ]] Leontien [[Zijlaard-vɑn]] Moorsel of the [[Netheⲅlands]] wipes a tear after [[ԝinning]] the gold [[medaⅼ]] in the women #[[3৭]];s road cycling individual time trial at the Vouliagmeni [[Olympiϲ]] Centre in Athens on [[Wednesԁay]]. ",0.10907584428787231,0.6097128391265869,1,3,1,145,"Successful"
"[[President]] Hu [[congratulates]] Sihamoni on becoming [[king]] of [[Cambodia]] Chinese President Hu [[Jintao]] sent a [[message]] to Norodom Sihamoni on Thursday to congratulate him on his election as the king of [[Cambodia]].","[[Presiden𝚝]] Hu [[congratluates]] Sihamoni on becoming [[𝒌ing]] of [[Camboԁia]] Chinese President Hu [[Jintaо]] sent a [[mesѕage]] to Norodom Sihamoni on Thursday to congratulate him on his election as the king of [[Camboԁia]].",0.17522042989730835,0.27556711435317993,0,0,0,99,"Failed"
"Govt. to Test New Air Passenger Screening Program The US government unveiled plans on Thursday for a revised [[computer-based]] program using personal information to identify airline passengers who may pose a threat to air travel.","Govt. to Test New Air Passenger Screening Program The US government unveiled plans on Thursday for a revised [[cоmputer-based]] program using personal information to identify airline passengers who may pose a threat to air travel.",0.5129193067550659,0.682564377784729,3,2,3,45,"Successful"
"Afghans [[rocky]] [[road]] to historic elections KALAKAN, [[Afghanistan]] There were toothless old men, [[turbaned]] and [[gray-bearded]], and young men not yet [[old]] enough to [[shave]]. [[There]] were mullahs and mujahedeen, and the [[presidential]] candidate #39;s [[3-year-old]] son.","Afghans [[roc𝒌y]] [[roaԁ]] to historic elections KALAKAN, [[Afghanis𝚝an]] There were toothless old men, [[turbaend]] and [[gⲅay-bearded]], and young men not yet [[olԁ]] enough to [[shaѵe]]. [[Theⲅe]] were mullahs and mujahedeen, and the [[presidentiaⅼ]] candidate #39;s [[3year-old]] son.",0.1136217713356018,0.18906450271606445,0,0,0,165,"Failed"
"Oil Prices Set a New Record Above \$50  SINGAPORE ([[Reuters]]) - Oil prices [[set]] a new record above \$50  a barrel on [[Tuesday]] as a prolonged U.S. [[production]] outage  [[following]] Hurricane [[Ivan]] [[attracted]] [[fresh]] speculative buying.","Oil Prices Set a New Record Above \$50  SINGAPORE ([[Ruters]]) - Oil prices [[se𝚝]] a new record above \$50  a barrel on [[Tuesԁay]] as a prolonged U.S. [[produc𝚝ion]] outage  [[folloԝing]] Hurricane [[Iѵan]] [[attracteԁ]] [[freѕh]] speculative buying.",0.05156463384628296,0.24836480617523193,2,2,2,236,"Failed"
"Sun's [[Looking]] Glass Provides 3D View Developers get [[early]] [[code]] for new operating system 'skin' [[still]] being [[crafted]].","Sun's [[Loo𝒌ing]] Glass Provides 3D View Developers get [[ealy]] [[cоde]] for new operating system 'skin' [[stil]] being [[cr]] [[afted]].",0.0813213586807251,0.19561094045639038,3,3,3,65,"Failed"
"Phelps Seeks More Gold at World Championships  INDIANAPOLIS (Reuters) - Still riding a wave of euphoria  from the [[Olympics]], Michael Phelps returns to the pool this [[week]]  at the [[world]] short [[course]] [[swimming]] [[championships]] seeking a  [[repeat]] of his six gold medals in Athens.","Phelps Seeks More Gold at World Championships  INDIANAPOLIS (Reuters) - Still riding a wave of euphoria  from the [[Olympicѕ]], Michael Phelps returns to the pool this [[wee𝒌]]  at the [[worlԁ]] short [[courѕe]] [[swimｍing]] [[championshiрs]] seeking a  [[repea𝚝]] of his six gold medals in Athens.",0.06524336338043213,0.5327928066253662,1,0,1,107,"Successful"
"US [[suspends]] [[helicopter]] flights after [[Japan]] crash (AFP) AFP - [[The]] United [[States]] [[suspended]] flights of [[CH-53D]] [[military]] helicopters in Japan, bowing to protests over a crash in an Okinawa university campus.","US [[su]] [[spends]] [[helicopteⲅ]] flights after [[Japɑn]] crash (AFP) AFP - [[Te]] United [[Stateѕ]] [[suspendeԁ]] flights of [[CH-35D]] [[militaⲅy]] helicopters in Japan, bowing to protests over a crash in an Okinawa university campus.",0.23139333724975586,0.5131669044494629,0,0,0,139,"Failed"
"Anniversary remembered on [[game]] day When the attacks came on Sept. 11, 2001, Tom O'Brien, if only for a moment, stopped being Boston College's coach. On that day, as the World Trade Center and Pentagon smoldered and the world stood still, O'Brien was a Navy man.","Anniversary remembered on [[ɡame]] day When the attacks came on Sept. 11, 2001, Tom O'Brien, if only for a moment, stopped being Boston College's coach. On that day, as the World Trade Center and Pentagon smoldered and the world stood still, O'Brien was a Navy man.",0.2867557406425476,0.8378651738166809,1,0,1,38,"Successful"
"Viacom, Disney pay \$1.5M FCC fine [[Disney]] and Viacom [[agreed]] to a fine of \$[[1]].5 [[million]] from the Federal Communications Commission over [[claims]] their [[children]] #[[39]];s cable [[television]] networks violated [[advertising]] [[restrictions]], the FCC said [[Thursday]].","Viacom, Disney pay \$1.5M FCC fine [[Dsiney]] and Viacom [[ɑgreed]] to a fine of \$[[l]].5 [[milⅼion]] from the Federal Communications Commission over [[claimѕ]] their [[childrеn]] #[[Ʒ9]];s cable [[teelvision]] networks violated [[advеrtising]] [[restrictionѕ]], the FCC said [[Thursdy]].",0.14238959550857544,0.7528471946716309,2,3,2,214,"Successful"
"Pfizer [[Sends]] [[Out]] Update On Drug Bextra Pfizer [[Inc]]. [[said]] Friday that it will provide [[health-care]] professionals with [[additional]] information about its [[Bextra]] [[arthritis]] drug and that it will conduct further studies to confirm the [[drug]] #39;s [[long-term]] [[cardiovascular]] safety record.","Pfizer [[Sendѕ]] [[Ot]] Update On Drug Bextra Pfizer [[Ic]]. [[sa]] [[id]] Friday that it will provide [[health-caⲅe]] professionals with [[additionaⅼ]] information about its [[Be×tra]] [[arthritiѕ]] drug and that it will conduct further studies to confirm the [[dug]] #39;s [[long˗term]] [[cardiovasculaⲅ]] safety record.",0.13122349977493286,0.43605148792266846,2,2,2,173,"Failed"
