"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"Singapore govt extends third-party [[war]] [[risk]] insurance SINGAPORE : The [[government]] is extending third-party war risk insurance cover to the [[Civil]] Aviation Authority of Singapore and SATS Security Services, a unit of the Singapore [[Airlines]] group.","Singapore govt extends third-party [[land]] [[hazard]] insurance SINGAPORE : The [[govt]] is extending third-party war risk insurance cover to the [[state]] Aviation Authority of Singapore and SATS Security Services, a unit of the Singapore [[airport]] group.",0.23909735679626465,0.3879548907279968,2,2,2,103,"Failed"
"Sun to shine spotlight on new operating system, Solaris 10 Sun [[Microsystems]] SUNW is expected to release a new [[version]] of its operating system today - a [[big]] [[part]] of the struggling computer maker #39;s plan to save itself.","Sun to shine spotlight on new operating system, Solaris 10 Sun [[ws]] SUNW is expected to release a new [[iteration]] of its operating system today - a [[huge]] [[piece]] of the struggling computer maker #39;s plan to save itself.",0.26686549186706543,0.3013378381729126,3,3,3,59,"Failed"
"[[Fed]] [[Cup]] all tied up FRANCE #39;[[S]] [[Russian-born]] Tatiana Golovin left the Fed Cup final [[hanging]] in the balance today as she beat Russia #39;s US Open champion [[Svetlana]] Kuznetsova 6-4, 6-1 to level the tie at 2-2 and [[take]] it to the [[final]] doubles match.","[[fed]] [[cups]] all tied up FRANCE #39;[[france]] [[withdrew]] Tatiana Golovin left the Fed Cup final [[hung]] in the balance today as she beat Russia #39;s US Open champion [[catherine]] Kuznetsova 6-4, 6-1 to level the tie at 2-2 and [[put]] it to the [[top]] doubles match.",0.14923912286758423,0.21372002363204956,1,1,1,209,"Failed"
"Today in Athens Leontien Zijlaard-van [[Moorsel]] of the Netherlands wipes a tear after winning the [[gold]] medal in the women #39;s road cycling individual time trial at the [[Vouliagmeni]] [[Olympic]] Centre in Athens on Wednesday. ","Today in Athens Leontien Zijlaard-van [[ders]] of the Netherlands wipes a tear after winning the [[lead]] medal in the women #39;s road cycling individual time trial at the [[olympic]] [[football]] Centre in Athens on Wednesday. ",0.18157750368118286,0.5204526782035828,1,1,1,120,"Failed"
"Mills Grabs \$1B Portfolio; [[Taubman]] [[Likely]] to Lose Contracts Mills [[Corp]]. agreed to purchase a 50 percent interest in nine [[malls]] owned by General Motors Asset Management Corp. for just over \$1 billion, [[creating]] a new [[joint]] venture between the groups. The deal will extend ...","Mills Grabs \$1B Portfolio; [[none]] [[option]] to Lose Contracts Mills [[corp]]. agreed to purchase a 50 percent interest in nine [[percent]] owned by General Motors Asset Management Corp. for just over \$1 billion, [[providing]] a new [[separate]] venture between the groups. The deal will extend ...",0.05627089738845825,0.10467499494552612,2,2,2,110,"Failed"
"Govt. to Test New Air Passenger Screening Program The US government unveiled plans on Thursday for a revised computer-based program using personal information to identify airline passengers who may pose a threat to air travel.","Govt. to Test New Air Passenger Screening Program The US government unveiled plans on Thursday for a revised computer-based program using personal information to identify airline passengers who may pose a threat to air travel.",0.8430730104446411,0.8430730104446411,2,2,3,1,"Skipped"
"President Hu [[congratulates]] [[Sihamoni]] on [[becoming]] king of Cambodia Chinese President Hu Jintao [[sent]] a message to Norodom [[Sihamoni]] on Thursday to congratulate him on his election as the king of Cambodia.","President Hu [[oy]] [[sen]] on [[being]] king of Cambodia Chinese President Hu Jintao [[left]] a message to Norodom [[house]] on Thursday to congratulate him on his election as the king of Cambodia.",0.15804064273834229,0.2953731417655945,0,0,0,122,"Failed"
"Afghans rocky [[road]] to historic elections KALAKAN, Afghanistan There were toothless old [[men]], turbaned and gray-bearded, and young men not yet [[old]] [[enough]] to shave. [[There]] were mullahs and mujahedeen, and the presidential candidate #39;s 3-year-old [[son]].","Afghans rocky [[returns]] to historic elections KALAKAN, Afghanistan There were toothless old [[sters]], turbaned and gray-bearded, and young men not yet [[good]] [[just]] to shave. [[there]] were mullahs and mujahedeen, and the presidential candidate #39;s 3-year-old [[jr]].",0.10843503475189209,0.21776175498962402,0,0,0,130,"Failed"
"Sun's Looking Glass [[Provides]] 3D [[View]] Developers get early code for new operating system 'skin' still being crafted.","Sun's Looking Glass [[feature]] 3D [[has]] Developers get early code for new operating system 'skin' still being crafted.",0.15336215496063232,0.185411274433136,3,3,3,56,"Failed"
"US [[suspends]] helicopter flights after [[Japan]] crash ([[AFP]]) AFP - The United [[States]] suspended flights of CH-53D military helicopters in [[Japan]], [[bowing]] to protests over a crash in an [[Okinawa]] university campus.","US [[d]] helicopter flights after [[japan]] crash ([[[UNK]]]) AFP - The United [[state]] suspended flights of CH-53D military helicopters in [[japan]], [[pursuant]] to protests over a crash in an [[emory]] university campus.",0.15993022918701172,0.41158145666122437,0,0,0,101,"Failed"
"Phelps [[Seeks]] More Gold at World Championships  INDIANAPOLIS (Reuters) - Still riding a wave of [[euphoria]]  from the Olympics, Michael Phelps returns to the pool this [[week]]  at the world short course swimming [[championships]] seeking a  [[repeat]] of his six gold medals in [[Athens]].","Phelps [[seeks]] More Gold at World Championships  INDIANAPOLIS (Reuters) - Still riding a wave of [[despair]]  from the Olympics, Michael Phelps returns to the pool this [[is]]  at the world short course swimming [[champions]] seeking a  [[resurgence]] of his six gold medals in [[athens]].",0.1650983691215515,0.3129000663757324,1,1,1,82,"Failed"
"[[Nokia]] announces Near Field Communication products [[With]] the Nokia NFC ([[Near]] [[Field]] Communication) shell on their phone, consumers will be [[able]] to access a [[variety]] of services and exchange information with a [[simple]] touch gesture.","[[company]] announces Near Field Communication products [[from]] the Nokia NFC ([[medium]] [[proximity]] Communication) shell on their phone, consumers will be [[subject]] to access a [[number]] of services and exchange information with a [[small]] touch gesture.",0.22843408584594727,0.28689074516296387,3,3,3,98,"Failed"
"Viacom, Disney [[pay]] \$1.5M FCC fine Disney and [[Viacom]] agreed to a fine of \$1.5 million from the Federal Communications [[Commission]] over [[claims]] their children #39;s cable television [[networks]] [[violated]] advertising restrictions, the FCC [[said]] Thursday.","Viacom, Disney [[online]] \$1.5M FCC fine Disney and [[channel]] agreed to a fine of \$1.5 million from the Federal Communications [[commission]] over [[paying]] their children #39;s cable television [[network]] [[violating]] advertising restrictions, the FCC [[fined]] Thursday.",0.21478474140167236,0.4735374450683594,2,2,2,117,"Failed"
"Anniversary remembered on game day [[When]] the attacks came on Sept. [[11]], 2001, Tom O'Brien, if only for a [[moment]], [[stopped]] being Boston College's coach. On that day, as the [[World]] Trade Center and Pentagon smoldered and the world stood [[still]], O'Brien was a Navy man.","Anniversary remembered on game day [[now]] the attacks came on Sept. [[12th]], 2001, Tom O'Brien, if only for a [[semester]], [[ended]] being Boston College's coach. On that day, as the [[worlds]] Trade Center and Pentagon smoldered and the world stood [[together]], O'Brien was a Navy man.",0.3165590167045593,0.5569584965705872,1,1,1,108,"Failed"
"Pfizer [[Sends]] Out Update On [[Drug]] Bextra [[Pfizer]] Inc. said Friday that it will provide health-care professionals with [[additional]] [[information]] about its Bextra arthritis drug and that it will conduct further [[studies]] to confirm the [[drug]] #39;s long-term cardiovascular safety record.","Pfizer [[rolled]] Out Update On [[drug]] Bextra [[pharmaceuticals]] Inc. said Friday that it will provide health-care professionals with [[further]] [[briefing]] about its Bextra arthritis drug and that it will conduct further [[study]] to confirm the [[drugs]] #39;s long-term cardiovascular safety record.",0.11171108484268188,0.47210216522216797,2,2,2,98,"Failed"
