"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"Singapore govt extends third-party war risk [[insurance]] [[SINGAPORE]] : The government is extending third-party war risk insurance [[cover]] to the Civil Aviation Authority of Singapore and SATS [[Security]] Services, a unit of the [[Singapore]] Airlines [[group]].","Singapore govt extends third-party war risk [[assurance]] [[scheme]] : The government is extending third-party war risk insurance [[protection]] to the Civil Aviation Authority of Singapore and SATS [[forensic]] Services, a unit of the [[singapore]] Airlines [[police]].",0.2314291000366211,0.596541166305542,2,2,2,147,"Failed"
"Sun to shine spotlight on new operating system, Solaris [[10]] Sun [[Microsystems]] SUNW is expected to release a new [[version]] of its operating system today - a big [[part]] of the struggling computer maker #39;s plan to save itself.","Sun to shine spotlight on new operating system, Solaris [[one]] Sun [[o]] SUNW is expected to release a new [[update]] of its operating system today - a big [[realization]] of the struggling computer maker #39;s plan to save itself.",0.4567697048187256,0.6369431018829346,3,3,3,44,"Failed"
"[[Fed]] [[Cup]] all tied up [[FRANCE]] #39;[[S]] [[Russian-born]] Tatiana Golovin left the Fed Cup final [[hanging]] in the balance today as she beat Russia #39;s US Open champion [[Svetlana]] Kuznetsova 6-4, 6-1 to level the tie at 2-2 and [[take]] it to the [[final]] doubles match.","[[fed]] [[cups]] all tied up [[france]] #39;[[world]] [[beat]] Tatiana Golovin left the Fed Cup final [[game]] in the balance today as she beat Russia #39;s US Open champion [[ria]] Kuznetsova 6-4, 6-1 to level the tie at 2-2 and [[lead]] it to the [[eventual]] doubles match.",0.45884960889816284,0.6212502717971802,1,1,1,188,"Failed"
"Today in Athens Leontien Zijlaard-van [[Moorsel]] of the Netherlands wipes a tear after winning the gold [[medal]] in the women #39;s road [[cycling]] individual time [[trial]] at the Vouliagmeni Olympic [[Centre]] in Athens on Wednesday. ","Today in Athens Leontien Zijlaard-van [[der]] of the Netherlands wipes a tear after winning the gold [[medals]] in the women #39;s road [[bicycle]] individual time [[course]] at the Vouliagmeni Olympic [[centre]] in Athens on Wednesday. ",0.4124007225036621,0.5856856107711792,1,1,1,100,"Failed"
"Mills Grabs \$1B Portfolio; [[Taubman]] Likely to [[Lose]] Contracts [[Mills]] Corp. agreed to purchase a 50 percent interest in nine [[malls]] owned by General Motors Asset Management Corp. for just over \$1 billion, [[creating]] a new joint venture between the groups. The deal will [[extend]] ...","Mills Grabs \$1B Portfolio; [[seems]] Likely to [[have]] Contracts [[mills]] Corp. agreed to purchase a 50 percent interest in nine [[stock]] owned by General Motors Asset Management Corp. for just over \$1 billion, [[using]] a new joint venture between the groups. The deal will [[become]] ...",0.24718022346496582,0.32456904649734497,2,2,2,169,"Failed"
"Govt. to Test New Air Passenger Screening Program The US government unveiled plans on Thursday for a revised computer-based program using personal information to identify airline passengers who may pose a threat to air travel.","Govt. to Test New Air Passenger Screening Program The US government unveiled plans on Thursday for a revised computer-based program using personal information to identify airline passengers who may pose a threat to air travel.",0.812598466873169,0.812598466873169,2,2,3,1,"Skipped"
"President Hu congratulates Sihamoni on becoming king of [[Cambodia]] Chinese President Hu Jintao sent a message to [[Norodom]] Sihamoni on [[Thursday]] to congratulate him on his election as the king of Cambodia.","President Hu congratulates Sihamoni on becoming king of [[ceylon]] Chinese President Hu Jintao sent a message to [[visited]] Sihamoni on [[thursday]] to congratulate him on his election as the king of Cambodia.",0.3304572105407715,0.36316120624542236,0,0,0,55,"Failed"
"Afghans rocky [[road]] to historic elections KALAKAN, Afghanistan [[There]] were toothless old men, turbaned and gray-bearded, and [[young]] men not yet old enough to shave. [[There]] were mullahs and [[mujahedeen]], and the presidential candidate #39;s 3-year-old son.","Afghans rocky [[coming]] to historic elections KALAKAN, Afghanistan [[all]] were toothless old men, turbaned and gray-bearded, and [[several]] men not yet old enough to shave. [[there]] were mullahs and [[wives]], and the presidential candidate #39;s 3-year-old son.",0.3142750859260559,0.3441944718360901,0,0,0,109,"Failed"
"Oil Prices Set a New Record Above \$50  SINGAPORE ([[Reuters]]) - Oil prices [[set]] a new record above \$50  a barrel on [[Tuesday]] as a prolonged U.[[S]]. production outage  following Hurricane Ivan attracted fresh speculative buying.","Oil Prices Set a New Record Above \$50  SINGAPORE ([[[UNK]]]) - Oil prices [[maintained]] a new record above \$50  a barrel on [[par]] as a prolonged U.[[s]]. production outage  following Hurricane Ivan attracted fresh speculative buying.",0.3214818835258484,0.4783094525337219,2,2,2,50,"Failed"
"Nokia announces [[Near]] Field Communication products [[With]] the Nokia NFC (Near [[Field]] Communication) [[shell]] on their phone, consumers will be able to access a [[variety]] of services and exchange information with a simple touch gesture.","Nokia announces [[medium]] Field Communication products [[from]] the Nokia NFC (Near [[fields]] Communication) [[embedded]] on their phone, consumers will be able to access a [[combination]] of services and exchange information with a simple touch gesture.",0.3904176950454712,0.4458739757537842,3,3,3,88,"Failed"
"Anniversary remembered on game day When the attacks came on Sept. 11, 2001, Tom O'Brien, if only for a moment, stopped being Boston [[College's]] coach. On that day, as the World Trade Center and Pentagon smoldered and the world stood still, O'Brien was a Navy man.","Anniversary remembered on game day When the attacks came on Sept. 11, 2001, Tom O'Brien, if only for a moment, stopped being Boston [[university]] coach. On that day, as the World Trade Center and Pentagon smoldered and the world stood still, O'Brien was a Navy man.",0.6581085920333862,0.6856358051300049,1,0,1,32,"Successful"
"Phelps Seeks More Gold at World [[Championships]]  INDIANAPOLIS (Reuters) - Still riding a wave of [[euphoria]]  from the [[Olympics]], Michael Phelps returns to the pool this [[week]]  at the world short course swimming [[championships]] [[seeking]] a  repeat of his six gold medals in Athens.","Phelps Seeks More Gold at World [[aquatics]]  INDIANAPOLIS (Reuters) - Still riding a wave of [[exhaustion]]  from the [[olympics]], Michael Phelps returns to the pool this [[regatta]]  at the world short course swimming [[champion]] [[giving]] a  repeat of his six gold medals in Athens.",0.460345983505249,0.6040668487548828,1,1,1,110,"Failed"
"US suspends helicopter [[flights]] after Japan crash ([[AFP]]) AFP - The United States suspended flights of CH-53D military [[helicopters]] in [[Japan]], bowing to [[protests]] over a crash in an Okinawa [[university]] campus.","US suspends helicopter [[flight]] after Japan crash ([[september]]) AFP - The United States suspended flights of CH-53D military [[helicopter]] in [[tokyo]], bowing to [[protesters]] over a crash in an Okinawa [[state]] campus.",0.33487462997436523,0.38407057523727417,0,0,0,58,"Failed"
"Viacom, [[Disney]] [[pay]] \$1.5M FCC fine Disney and Viacom [[agreed]] to a fine of \$1.5 million from the Federal [[Communications]] Commission over [[claims]] their children #39;s cable television networks violated [[advertising]] restrictions, the FCC [[said]] Thursday.","Viacom, [[disney]] [[llc]] \$1.5M FCC fine Disney and Viacom [[object]] to a fine of \$1.5 million from the Federal [[communications]] Commission over [[broadcasting]] their children #39;s cable television networks violated [[broadcasting]] restrictions, the FCC [[told]] Thursday.",0.22527366876602173,0.3634185791015625,2,2,2,164,"Failed"
"Pfizer Sends [[Out]] [[Update]] On Drug Bextra Pfizer [[Inc]]. said Friday that it will provide health-care professionals with [[additional]] information about its Bextra arthritis drug and that it will [[conduct]] further [[studies]] to confirm the drug #39;s long-term [[cardiovascular]] safety record.","Pfizer Sends [[out]] [[updates]] On Drug Bextra Pfizer [[llc]]. said Friday that it will provide health-care professionals with [[extensive]] information about its Bextra arthritis drug and that it will [[undertaking]] further [[study]] to confirm the drug #39;s long-term [[ized]] safety record.",0.2746601104736328,0.3598349094390869,2,2,2,91,"Failed"
"Ljubicic Downs Hanescu at Open De Moselle Top-seeded Ivan Ljubicic of Croatia beat Victor Hanescu of Romania 6-4, 6-4 Tuesday in the first round of the Open de Moselle.","Ljubicic Downs Hanescu at Open De Moselle Top-seeded Ivan Ljubicic of Croatia beat Victor Hanescu of Romania 6-4, 6-4 Tuesday in the first round of the Open de Moselle.",0.8410574197769165,0.8410574197769165,1,1,0,1,"Skipped"
"Restive Maldives eases curfew after rounding up dissidents ([[AFP]]) AFP - [[A]] curfew in the capital of the [[Maldives]] was [[eased]] but parliament sessions were put off indefinitely and [[emergency]] rule continued following last week's riots, officials and residents [[said]].","Restive Maldives eases curfew after rounding up dissidents ([[activists]]) AFP - [[stated]] curfew in the capital of the [[maldives]] was [[implemented]] but parliament sessions were put off indefinitely and [[state]] rule continued following last week's riots, officials and residents [[clashes]].",0.33736056089401245,0.35306316614151,0,0,0,240,"Failed"
"US Airways, Pilots [[Union]] Near Agreement US Airways is seeking \$800 million in concessions from employee unions as it attempts to [[avoid]] filing Chapter 11. [[The]] Air Line Pilots Association will present its proposal on the [[evening]] of ","US Airways, Pilots [[aviation]] Near Agreement US Airways is seeking \$800 million in concessions from employee unions as it attempts to [[keep]] filing Chapter 11. [[this]] Air Line Pilots Association will present its proposal on the [[day]] of ",0.28437578678131104,0.3311449885368347,2,2,2,83,"Failed"
"[[Protests]] in [[Canada]] over Ukraine crisis (AFP) [[AFP]] - Hundreds of [[Canadians]], many of Ukrainian descent, [[braved]] freezing [[temperatures]] to protest what they consider to be the fixed outcome of the Ukrainian presidential [[election]].","[[demonstrations]] in [[canada]] over Ukraine crisis (AFP) [[occurred]] - Hundreds of [[canadians]], many of Ukrainian descent, [[experienced]] freezing [[temperature]] to protest what they consider to be the fixed outcome of the Ukrainian presidential [[primary]].",0.3285043239593506,0.42619431018829346,0,0,0,125,"Failed"
"Sun's Looking [[Glass]] Provides 3D View Developers get early code for new [[operating]] system 'skin' still being crafted.","Sun's Looking [[window]] Provides 3D View Developers get early code for new [[based]] system 'skin' still being crafted.",0.4353206157684326,0.4664011597633362,3,3,3,22,"Failed"
