"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"Singapore govt extends third-party [[war]] risk [[insurance]] SINGAPORE : [[The]] [[government]] is extending third-party war risk insurance cover to the [[Civil]] [[Aviation]] Authority of Singapore and SATS Security [[Services]], a unit of the Singapore Airlines [[group]].","Singapore govt extends third-party [[fighting]] risk [[covering]] SINGAPORE : [[the]] [[govt]] is extending third-party war risk insurance cover to the [[scheduled]] [[aviation]] Authority of Singapore and SATS Security [[services]], a unit of the Singapore Airlines [[holdings]].",0.38463151454925537,0.4536890387535095,2,2,2,137,"Failed"
"Sun to shine spotlight on new operating [[system]], Solaris 10 [[Sun]] Microsystems SUNW is expected to release a new [[version]] of its operating system today - a big part of the struggling computer maker #39;s plan to save itself.","Sun to shine spotlight on new operating [[ities]], Solaris 10 [[os]] Microsystems SUNW is expected to release a new [[versions]] of its operating system today - a big part of the struggling computer maker #39;s plan to save itself.",0.5339096784591675,0.7379094362258911,3,2,3,36,"Successful"
"Fed [[Cup]] all tied up FRANCE #39;[[S]] Russian-born Tatiana Golovin [[left]] the Fed Cup final hanging in the [[balance]] today as she beat Russia #39;s US [[Open]] champion Svetlana Kuznetsova 6-4, 6-1 to [[level]] the tie at 2-2 and [[take]] it to the [[final]] doubles match.","Fed [[cup]] all tied up FRANCE #39;[[watch]] Russian-born Tatiana Golovin [[leave]] the Fed Cup final hanging in the [[hold]] today as she beat Russia #39;s US [[wta]] champion Svetlana Kuznetsova 6-4, 6-1 to [[beat]] the tie at 2-2 and [[lead]] it to the [[eventual]] doubles match.",0.41000550985336304,0.44637197256088257,1,1,1,219,"Failed"
"Today in Athens Leontien Zijlaard-van Moorsel of the Netherlands [[wipes]] a tear after winning the gold medal in the [[women]] #39;s road cycling individual time trial at the Vouliagmeni Olympic Centre in Athens on [[Wednesday]]. ","Today in Athens Leontien Zijlaard-van Moorsel of the Netherlands [[made]] a tear after winning the gold medal in the [[men]] #39;s road cycling individual time trial at the Vouliagmeni Olympic Centre in Athens on [[weekends]]. ",0.4527125358581543,0.4590166211128235,1,1,1,64,"Failed"
"[[President]] Hu congratulates Sihamoni on [[becoming]] [[king]] of Cambodia Chinese President Hu Jintao sent a message to [[Norodom]] Sihamoni on Thursday to congratulate him on his election as the king of Cambodia.","[[president]] Hu congratulates Sihamoni on [[capturing]] [[kings]] of Cambodia Chinese President Hu Jintao sent a message to [[count]] Sihamoni on Thursday to congratulate him on his election as the king of Cambodia.",0.1645163893699646,0.1959255337715149,0,0,0,82,"Failed"
"Govt. to Test New Air Passenger Screening Program The US government unveiled plans on Thursday for a revised computer-based program using personal information to identify airline passengers who may pose a threat to air travel.","Govt. to Test New Air Passenger Screening Program The US government unveiled plans on Thursday for a revised computer-based program using personal information to identify airline passengers who may pose a threat to air travel.",0.8646165728569031,0.8646165728569031,2,2,3,1,"Skipped"
"Mills Grabs \$1B Portfolio; [[Taubman]] [[Likely]] to [[Lose]] Contracts Mills Corp. agreed to [[purchase]] a 50 [[percent]] [[interest]] in nine malls owned by General Motors [[Asset]] Management Corp. for just over \$1 billion, [[creating]] a new [[joint]] venture between the groups. The deal will [[extend]] ...","Mills Grabs \$1B Portfolio; [[was]] [[determined]] to [[lose]] Contracts Mills Corp. agreed to [[purchasing]] a 50 [[d]] [[stake]] in nine malls owned by General Motors [[facility]] Management Corp. for just over \$1 billion, [[producing]] a new [[common]] venture between the groups. The deal will [[value]] ...",0.30693620443344116,0.35906344652175903,2,2,2,203,"Failed"
"Afghans rocky road to historic elections KALAKAN, [[Afghanistan]] [[There]] were toothless old men, turbaned and gray-bearded, and young [[men]] not yet old enough to shave. [[There]] were mullahs and [[mujahedeen]], and the presidential candidate #39;s 3-year-old son.","Afghans rocky road to historic elections KALAKAN, [[kabul]] [[there]] were toothless old men, turbaned and gray-bearded, and young [[man]] not yet old enough to shave. [[some]] were mullahs and [[women]], and the presidential candidate #39;s 3-year-old son.",0.15164345502853394,0.15919220447540283,0,0,0,54,"Failed"
"Sun's [[Looking]] Glass [[Provides]] [[3D]] View Developers get early code for new operating system 'skin' still being crafted.","Sun's [[project]] Glass [[helps]] [[3d]] View Developers get early code for new operating system 'skin' still being crafted.",0.4354233741760254,0.45672404766082764,3,3,3,58,"Failed"
"Nokia [[announces]] Near Field Communication products With the Nokia NFC (Near [[Field]] Communication) [[shell]] on their phone, consumers will be able to [[access]] a variety of services and exchange information with a simple [[touch]] gesture.","Nokia [[smartphone]] Near Field Communication products With the Nokia NFC (Near [[fields]] Communication) [[embedded]] on their phone, consumers will be able to [[have]] a variety of services and exchange information with a simple [[touching]] gesture.",0.42987704277038574,0.47205686569213867,3,3,3,135,"Failed"
"US [[suspends]] helicopter flights after Japan crash ([[AFP]]) AFP - The United States suspended flights of CH-53D [[military]] helicopters in [[Japan]], bowing to protests over a crash in an [[Okinawa]] university campus.","US [[d]] helicopter flights after Japan crash ([[s]]) AFP - The United States suspended flights of CH-53D [[tactical]] helicopters in [[japan]], bowing to protests over a crash in an [[chiba]] university campus.",0.16531038284301758,0.2770134210586548,0,0,0,54,"Failed"
