"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"Singapore govt extends third-party war risk insurance SINGAPORE : The government is [[extending]] third-party war risk insurance [[cover]] to the [[Civil]] Aviation Authority of Singapore and SATS Security Services, a unit of the Singapore [[Airlines]] [[group]].","Singapore govt extends third-party war risk insurance SINGAPORE : The government is [[pass]] third-party war risk insurance [[comprehend]] to the [[polite]] Aviation Authority of Singapore and SATS Security Services, a unit of the Singapore [[airway]] [[radical]].",0.2314291000366211,0.6956673860549927,2,3,2,237,"Successful"
"[[Mills]] Grabs \$1B Portfolio; Taubman [[Likely]] to [[Lose]] [[Contracts]] [[Mills]] Corp. agreed to purchase a 50 percent interest in [[nine]] [[malls]] owned by General Motors Asset Management Corp. for just over \$1 [[billion]], creating a new joint venture between the groups. The deal will extend ...","[[pulverisation]] Grabs \$1B Portfolio; Taubman [[probable]] to [[misplace]] [[compress]] [[manufactory]] Corp. agreed to purchase a 50 percent interest in [[club]] [[promenade]] owned by General Motors Asset Management Corp. for just over \$1 [[1000000000000]], creating a new joint venture between the groups. The deal will extend ...",0.24718022346496582,0.6795268654823303,2,3,2,330,"Successful"
"Sun to [[shine]] spotlight on [[new]] operating system, Solaris [[10]] Sun Microsystems SUNW is expected to release a new version of its operating system today - a big part of the struggling [[computer]] maker #39;s plan to save itself.","Sun to [[reflect]] spotlight on [[novel]] operating system, Solaris [[decade]] Sun Microsystems SUNW is expected to release a new version of its operating system today - a big part of the struggling [[figurer]] maker #39;s plan to save itself.",0.4567697048187256,0.6799288988113403,3,2,3,321,"Successful"
"Fed Cup all tied up [[FRANCE]] #39;[[S]] Russian-born Tatiana Golovin [[left]] the Fed Cup final hanging in the [[balance]] today as she beat [[Russia]] #39;s US [[Open]] champion Svetlana Kuznetsova 6-4, 6-1 to [[level]] the [[tie]] at 2-2 and take it to the final doubles match.","Fed Cup all tied up [[France]] #39;[[randomness]] Russian-born Tatiana Golovin [[result]] the Fed Cup final hanging in the [[Balance]] today as she beat [[USSR]] #39;s US [[undecided]] champion Svetlana Kuznetsova 6-4, 6-1 to [[tied]] the [[crosstie]] at 2-2 and take it to the final doubles match.",0.45884960889816284,0.5705579519271851,1,1,1,758,"Failed"
"Nokia announces [[Near]] [[Field]] Communication products With the Nokia NFC ([[Near]] [[Field]] [[Communication]]) [[shell]] on their phone, consumers will be able to access a [[variety]] of services and [[exchange]] information with a simple [[touch]] gesture.","Nokia announces [[most]] [[field]] Communication products With the Nokia NFC ([[penny-pinching]] [[theater]] [[communication]]) [[plate]] on their phone, consumers will be able to access a [[change]] of services and [[central]] information with a simple [[pinch]] gesture.",0.3904176950454712,0.43241608142852783,3,3,3,417,"Failed"
"Today in Athens Leontien Zijlaard-van Moorsel of the Netherlands wipes a tear after winning the gold medal in the women #39;s road [[cycling]] individual time [[trial]] at the Vouliagmeni Olympic Centre in Athens on Wednesday. ","Today in Athens Leontien Zijlaard-van Moorsel of the Netherlands wipes a tear after winning the gold medal in the women #39;s road [[motorbike]] individual time [[run]] at the Vouliagmeni Olympic Centre in Athens on Wednesday. ",0.4124007225036621,0.7557250261306763,1,3,1,139,"Successful"
"[[President]] Hu [[congratulates]] Sihamoni on [[becoming]] king of [[Cambodia]] Chinese [[President]] Hu Jintao sent a [[message]] to Norodom Sihamoni on Thursday to [[congratulate]] him on his election as the [[king]] of [[Cambodia]].","[[prexy]] Hu [[felicitate]] Sihamoni on [[get]] king of [[Kampuchea]] Chinese [[prexy]] Hu Jintao sent a [[substance]] to Norodom Sihamoni on Thursday to [[plume]] him on his election as the [[King]] of [[Kampuchea]].",0.3304572105407715,0.7814251184463501,0,3,0,148,"Successful"
"Govt. to Test New Air Passenger Screening Program The US government unveiled plans on Thursday for a revised computer-based program using personal information to identify airline passengers who may pose a threat to air travel.","Govt. to Test New Air Passenger Screening Program The US government unveiled plans on Thursday for a revised computer-based program using personal information to identify airline passengers who may pose a threat to air travel.",0.812598466873169,0.812598466873169,2,2,3,1,"Skipped"
"[[Afghans]] [[rocky]] [[road]] to [[historic]] elections KALAKAN, Afghanistan [[There]] were toothless [[old]] [[men]], turbaned and gray-bearded, and [[young]] [[men]] not [[yet]] old [[enough]] to [[shave]]. [[There]] were [[mullahs]] and [[mujahedeen]], and the presidential candidate #39;s 3-year-old [[son]].","[[Paxto]] [[bouldery]] [[route]] to [[historical]] elections KALAKAN, Afghanistan [[thither]] were toothless [[honest-to-goodness]] [[mankind]], turbaned and gray-bearded, and [[youthful]] [[gentleman]] not [[heretofore]] old [[sufficiency]] to [[shaving]]. [[thither]] were [[Mulla]] and [[mujahadin]], and the presidential candidate #39;s 3-year-old [[Logos]].",0.3142750859260559,0.7221110463142395,0,3,0,255,"Successful"
"[[Oil]] Prices [[Set]] a New [[Record]] Above \$50  [[SINGAPORE]] (Reuters) - [[Oil]] [[prices]] [[set]] a new [[record]] above \$50  a barrel on [[Tuesday]] as a [[prolonged]] U.[[S]]. production outage  following Hurricane Ivan attracted [[fresh]] speculative buying.","[[anoint]] Prices [[curing]] a New [[register]] Above \$50  [[Singapore]] (Reuters) - [[inunct]] [[Price]] [[mark]] a new [[register]] above \$50  a barrel on [[Tues]] as a [[sustain]] U.[[sulphur]]. production outage  following Hurricane Ivan attracted [[smart]] speculative buying.",0.3214818835258484,0.6561444401741028,2,3,2,535,"Successful"
