"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"Singapore [[govt]] extends third-party [[war]] risk [[insurance]] SINGAPORE : [[The]] government is extending third-party war [[risk]] [[insurance]] cover to the Civil [[Aviation]] Authority of Singapore and SATS Security Services, a unit of the [[Singapore]] [[Airlines]] group.","Singapore [[gov𝚝]] extends third-party [[waⲅ]] risk [[insuranϲe]] SINGAPORE : [[T]] [[he]] government is extending third-party war [[ris𝒌]] [[insuraոce]] cover to the Civil [[Aѵiation]] Authority of Singapore and SATS Security Services, a unit of the [[Singapоre]] [[Aіrlines]] group.",0.17494475841522217,0.7657552361488342,2,0,2,126,"Successful"
"Mills Grabs \$[[1B]] [[Portfolio]]; [[Taubman]] [[Likely]] to Lose Contracts Mills Corp. agreed to purchase a 50 percent interest in nine [[malls]] owned by General Motors Asset Management Corp. for just over \$1 [[billion]], creating a new joint venture between the groups. The deal will extend ...","Mills Grabs \$[[lB]] [[Portfoⅼio]]; [[Taubｍan]] [[Likeⅼy]] to Lose Contracts Mills Corp. agreed to purchase a 50 percent interest in nine [[mallѕ]] owned by General Motors Asset Management Corp. for just over \$1 [[bilⅼion]], creating a new joint venture between the groups. The deal will extend ...",0.1857665777206421,0.3502309322357178,2,2,2,285,"Failed"
"[[Sun]] to shine spotlight on new operating system, [[Solaris]] 10 Sun [[Microsystems]] SUNW is expected to release a new version of its operating system today - a big part of the struggling computer maker #39;s plan to save itself.","[[S]] [[un]] to shine spotlight on new operating system, [[Solar]] [[is]] 10 Sun [[Microsstems]] SUNW is expected to release a new version of its operating system today - a big part of the struggling computer maker #39;s plan to save itself.",0.25470423698425293,0.6613292694091797,3,2,3,54,"Successful"
"Fed Cup all tied up FRANCE #[[39]];S [[Russian-born]] [[Tatiana]] [[Golovin]] [[left]] the Fed [[Cup]] [[final]] hanging in the balance today as she beat Russia #39;s US [[Open]] champion [[Svetlana]] Kuznetsova [[6-4]], [[6-1]] to level the tie at [[2-2]] and take it to the final doubles match.","Fed Cup all tied up FRANCE #[[Ʒ9]];S [[Russian-boⲅn]] [[Ta𝚝iana]] [[Golоvin]] [[lft]] the Fed [[C]] [[up]] [[finaⅼ]] hanging in the balance today as she beat Russia #39;s US [[Opeո]] champion [[Sveltana]] Kuznetsova [[б-4]], [[б-1]] to level the tie at [[2-ᒿ]] and take it to the final doubles match.",0.17377805709838867,0.654539942741394,1,2,1,131,"Successful"
"Nokia announces [[Near]] [[Field]] Communication products With the Nokia [[NFC]] (Near [[Field]] Communication) shell on their phone, consumers will be able to access a variety of services and exchange information with a simple [[touch]] gesture.","Nokia announces [[Neaⲅ]] [[Fi]] [[eld]] Communication products With the Nokia [[NC]] (Near [[Filed]] Communication) shell on their phone, consumers will be able to access a variety of services and exchange information with a simple [[touϲh]] gesture.",0.2539401054382324,0.2649664878845215,3,3,3,156,"Failed"
"Today in Athens Leontien Zijlaard-van Moorsel of the Netherlands wipes a tear after [[winning]] the gold medal in the women #39;s road [[cycling]] individual time trial at the [[Vouliagmeni]] [[Olympic]] Centre in Athens on [[Wednesday]]. ","Today in Athens Leontien Zijlaard-van Moorsel of the Netherlands wipes a tear after [[ԝinning]] the gold medal in the women #39;s road [[cyclinɡ]] individual time trial at the [[Vouliagmenі]] [[Olympіc]] Centre in Athens on [[Wednesԁay]]. ",0.17367058992385864,0.6659905910491943,1,0,1,77,"Successful"
"President Hu [[congratulates]] Sihamoni on becoming king of Cambodia Chinese President Hu Jintao sent a message to Norodom Sihamoni on Thursday to [[congratulate]] him on his election as the king of [[Cambodia]].","President Hu [[conɡratulates]] Sihamoni on becoming king of Cambodia Chinese President Hu Jintao sent a message to Norodom Sihamoni on Thursday to [[congratulɑte]] him on his election as the king of [[Cɑmbodia]].",0.17563265562057495,0.8542962670326233,0,1,0,62,"Successful"
"Govt. to Test New Air Passenger Screening Program The US government unveiled plans on Thursday for a revised computer-based program using personal information to identify airline passengers who may pose a threat to air travel.","Govt. to Test New Air Passenger Screening Program The US government unveiled plans on Thursday for a revised computer-based program using personal information to identify airline passengers who may pose a threat to air travel.",0.5913747549057007,0.5913747549057007,2,2,3,1,"Skipped"
"Afghans [[rocky]] road to [[historic]] elections [[KALAKAN]], [[Afghanistan]] [[There]] were toothless old men, turbaned and gray-bearded, and [[young]] [[men]] not [[yet]] [[old]] enough to shave. There were mullahs and mujahedeen, and the presidential candidate #39;s 3-year-old son.","Afghans [[roc]] [[ky]] road to [[histric]] elections [[KALAAN]], [[Afghanis𝚝an]] [[Therе]] were toothless old men, turbaned and gray-bearded, and [[уoung]] [[mеn]] not [[yеt]] [[olԁ]] enough to shave. There were mullahs and mujahedeen, and the presidential candidate #39;s 3-year-old son.",0.17846614122390747,0.18921035528182983,0,0,0,117,"Failed"
"[[Oil]] Prices Set a New Record Above \$[[50]]  [[SINGAPORE]] ([[Reuters]]) - [[Oil]] [[prices]] set a [[new]] record above \$50  a barrel on Tuesday as a prolonged U.S. production outage  following Hurricane Ivan attracted fresh speculative buying.","[[Ol]] Prices Set a New Record Above \$[[5O]]  [[SI]] [[NGAPORE]] ([[Reutes]]) - [[Ol]] [[priϲes]] set a [[neԝ]] record above \$50  a barrel on Tuesday as a prolonged U.S. production outage  following Hurricane Ivan attracted fresh speculative buying.",0.1539430022239685,0.20278024673461914,2,2,2,114,"Failed"
