original_text,perturbed_text,label
"Sun to shine [[spotlight]] on new operating [[system]], Solaris [[10]] Sun Microsystems SUNW is [[expected]] to [[release]] a new version of its operating system today - a big part of the struggling computer maker #39;s [[plan]] to [[save]] itself.","Sun to shine [[sspotlight]] on new operating [[syystem]], Solaris [[0]] Sun Microsystems SUNW is [[expXcted]] to [[releasqe]] a new version of its operating system today - a big part of the struggling computer maker #39;s [[plar]] to [[savHe]] itself.",3
Today in [[Athens]] Leontien Zijlaard-van Moorsel of the Netherlands wipes a tear after [[winning]] the gold [[medal]] in the women #39;s [[road]] [[cycling]] [[individual]] [[time]] [[trial]] at the [[Vouliagmeni]] [[Olympic]] Centre in [[Athens]] on [[Wednesday]]. ,Today in [[Athes]] Leontien Zijlaard-van Moorsel of the Netherlands wipes a tear after [[winninzg]] the gold [[madal]] in the women #39;s [[Xroad]] [[ycling]] [[individal]] [[ime]] [[rtial]] at the [[Vouligameni]] [[Olympkic]] Centre in [[Athesn]] on [[rWednesday]]. ,1
President [[Hu]] [[congratulates]] Sihamoni on [[becoming]] king of [[Cambodia]] [[Chinese]] [[President]] [[Hu]] [[Jintao]] [[sent]] a message to Norodom [[Sihamoni]] on Thursday to [[congratulate]] him on his [[election]] as the king of [[Cambodia]].,President [[H]] [[congratluates]] Sihamoni on [[becominsg]] king of [[CamboOia]] [[ChinQese]] [[PresideEnt]] [[u]] [[JintaUo]] [[snt]] a message to Norodom [[Sihmoni]] on Thursday to [[congrautlate]] him on his [[elQection]] as the king of [[Camobdia]].,0
"US suspends helicopter flights after Japan crash ([[AFP]]) AFP - The [[United]] States suspended [[flights]] of CH-53D [[military]] [[helicopters]] in Japan, bowing to protests over a crash in an [[Okinawa]] [[university]] campus.","US suspends helicopter flights after Japan crash ([[AaP]]) AFP - The [[Unitwd]] States suspended [[flighs]] of CH-53D [[militalry]] [[helicopteCs]] in Japan, bowing to protests over a crash in an [[Okinrawa]] [[luniversity]] campus.",0
"Anniversary remembered on [[game]] day When the attacks came on Sept. 11, 2001, [[Tom]] O'Brien, if only for a moment, stopped being [[Boston]] [[College's]] coach. On that day, as the World Trade Center and Pentagon smoldered and the world stood still, O'Brien was a Navy man.","Anniversary remembered on [[agme]] day When the attacks came on Sept. 11, 2001, [[Tmo]] O'Brien, if only for a moment, stopped being [[Bston]] [[Colege's]] coach. On that day, as the World Trade Center and Pentagon smoldered and the world stood still, O'Brien was a Navy man.",1
"[[Viacom]], Disney pay \$1.5M [[FCC]] fine [[Disney]] and Viacom agreed to a fine of \$1.5 million from the Federal Communications Commission over claims their children #[[39]];s [[cable]] television [[networks]] violated advertising restrictions, the [[FCC]] [[said]] [[Thursday]].","[[iVacom]], Disney pay \$1.5M [[FCXC]] fine [[Dsiney]] and Viacom agreed to a fine of \$1.5 million from the Federal Communications Commission over claims their children #[[9]];s [[gable]] television [[netorks]] violated advertising restrictions, the [[qCC]] [[sid]] [[Thrusday]].",2
Pfizer Sends Out Update On [[Drug]] Bextra [[Pfizer]] Inc. said Friday that it will provide health-care professionals with additional information about its Bextra [[arthritis]] [[drug]] and that it will conduct further studies to confirm the [[drug]] #[[39]];s long-term [[cardiovascular]] safety [[record]].,Pfizer Sends Out Update On [[rug]] Bextra [[ePfizer]] Inc. said Friday that it will provide health-care professionals with additional information about its Bextra [[arthrzitis]] [[dug]] and that it will conduct further studies to confirm the [[dug]] #[[3w9]];s long-term [[cardiovascHlar]] safety [[ercord]].,2
[[Eurostocks]] [[Nudge]] Up on Ericsson  [[PARIS]] ([[Reuters]]) - European [[shares]] [[nosed]] up on [[Wednesday]] as  [[Ericsson]] gained on news it had won part of \$[[4-billion]] [[Cingular]]  [[deal]] and with [[Glaxo]] buoyed after [[Pfizer]] affirmed its outlook.,[[Eurostecks]] [[NuIge]] Up on Ericsson  [[PARICS]] ([[Raeuters]]) - European [[sharMes]] [[nosbd]] up on [[Wednesfay]] as  [[Erisson]] gained on news it had won part of \$[[4-billioF]] [[CingulPr]]  [[dea]] and with [[GlQxo]] buoyed after [[Pifzer]] affirmed its outlook.,2
Malaysia #39;s Anwar Returns to Hero #39;s Welcome Malaysia #39;s former deputy [[prime]] minister [[Anwar]] Ibrahim has come home to a rock star #39;s welcome Sunday. He returned from undergoing back surgery in [[Germany]] following his [[release]] from [[prison]] last month.,Malaysia #39;s Anwar Returns to Hero #39;s Welcome Malaysia #39;s former deputy [[prmie]] minister [[Awar]] Ibrahim has come home to a rock star #39;s welcome Sunday. He returned from undergoing back surgery in [[Germayn]] following his [[rmelease]] from [[rrison]] last month.,0
"Florida weather may help Israeli citrus [[industry]] [[As]] sunshine state licks its wounds from Hurricane Frances, Gan Shmuel could reap the benefits. The most important news for Florida #[[39]];s 2.8 million residents this week has not been from the Republican ","Florida weather may help Israeli citrus [[idustry]] [[Fs]] sunshine state licks its wounds from Hurricane Frances, Gan Shmuel could reap the benefits. The most important news for Florida #[[9]];s 2.8 million residents this week has not been from the Republican ",2
"[[ViewPoints]]: Just say  #[[39]];No #39; [[You]] can #39;t get much clearer than No. That was the [[strongly]] [[implied]] response of the [[US]] [[Treasury]] secretary, John Snow, to Europe #39;s growing cries that he help it [[deal]] with a weakening dollar by [[intervening]] to stop the slide.","[[ViewPointMs]]: Just say  #[[3]];No #39; [[YAou]] can #39;t get much clearer than No. That was the [[strongy]] [[iTmplied]] response of the [[UQS]] [[Trasury]] secretary, John Snow, to Europe #39;s growing cries that he help it [[dael]] with a weakening dollar by [[inPervening]] to stop the slide.",2
"[[SEC]] Seeks to Make Hedge Funds More Transparent [[Description]]: A divided [[Securities]] and [[Exchange]] Commission will likely [[approve]] new regulations governing the [[hedge]] [[fund]] industry. Under the rules, all but the smallest [[hedge]] funds would be required to register with federal regulators.","[[SE]] Seeks to Make Hedge Funds More Transparent [[eDscription]]: A divided [[Securitiea]] and [[xchange]] Commission will likely [[appove]] new regulations governing the [[ehdge]] [[fun]] industry. Under the rules, all but the smallest [[ehdge]] funds would be required to register with federal regulators.",2
"[[Annan]] Starts Reshuffling [[UN]] Staff for Reform Push (Reuters) Reuters - U.N. Secretary-General [[Kofi]]\[[Annan]] on Monday chose the high-profile [[British]] [[head]] of a key\agency as his [[new]] [[chief]] of [[staff]], the start of a reshuffle\aimed at instituting U.N. reforms and combating scandals.","[[Anna]] Starts Reshuffling [[NU]] Staff for Reform Push (Reuters) Reuters - U.N. Secretary-General [[ofi]]\[[Anann]] on Monday chose the high-profile [[Brtish]] [[had]] of a key\agency as his [[Xnew]] [[cihef]] of [[sFtaff]], the start of a reshuffle\aimed at instituting U.N. reforms and combating scandals.",0
"IBM, partners roll out [[ID]] management suite IBM Corp. and four partners on Wednesday announced what they [[call]] a ""major breakthrough"" in [[identity]] management designed to help business and government [[agencies]] [[protect]] assets, including IT [[systems]] and physical [[facilities]], from unauthorized [[users]].","IBM, partners roll out [[IeD]] management suite IBM Corp. and four partners on Wednesday announced what they [[cabll]] a ""major breakthrough"" in [[dientity]] management designed to help business and government [[agDncies]] [[prtect]] assets, including IT [[syLstems]] and physical [[faeilities]], from unauthorized [[usres]].",3
[[ACLU]] [[Seeks]] to [[Challenge]] Gay Adoption [[Ban]] (AP) [[AP]] - The American Civil Liberties [[Union]] asked the Supreme Court on [[Friday]] to [[hear]] its challenge to Florida's [[ban]] on adoptions by [[gays]].,[[ACL]] [[Sceeks]] to [[ChDllenge]] Gay Adoption [[aBn]] (AP) [[A]] - The American Civil Liberties [[Ution]] asked the Supreme Court on [[Fridy]] to [[Ahear]] its challenge to Florida's [[abn]] on adoptions by [[gay]].,0
"[[Sudan]] to attract most [[ICRC]] funds in [[2005]], 30-percent drop in [[cash]] for Iraq ([[AFP]]) [[AFP]] - Strife-torn [[Sudan]] will [[become]] the largest [[focus]] of [[aid]] [[work]] for the International Committee of the Red Cross in 2005, while money [[earmarked]] for Iraq will fall by almost one third, the agency said.","[[Sudn]] to attract most [[IRC]] funds in [[205]], 30-percent drop in [[jash]] for Iraq ([[FAP]]) [[AyFP]] - Strife-torn [[SudaUn]] will [[bceome]] the largest [[fcous]] of [[id]] [[wwrk]] for the International Committee of the Red Cross in 2005, while money [[earamrked]] for Iraq will fall by almost one third, the agency said.",0
