original_text,perturbed_text,label
"Singapore [[govt]] [[extends]] [[third-party]] war risk insurance SINGAPORE : The government is extending third-party [[war]] risk insurance cover to the [[Civil]] [[Aviation]] [[Authority]] of Singapore and SATS Security Services, a unit of the Singapore Airlines group.","Singapore [[gov𝚝]] [[extendѕ]] [[third˗party]] war risk insurance SINGAPORE : The government is extending third-party [[waⲅ]] risk insurance cover to the [[Civiⅼ]] [[Avia𝚝ion]] [[Authori𝚝y]] of Singapore and SATS Security Services, a unit of the Singapore Airlines group.",2
"[[Mills]] [[Grabs]] \$[[1B]] [[Portfolio]]; [[Taubman]] Likely to Lose Contracts [[Mills]] Corp. agreed to purchase a 50 percent interest in nine malls owned by General Motors Asset Management Corp. for just over \$[[1]] [[billion]], creating a new joint venture between the groups. The deal will extend ...","[[Millѕ]] [[Grɑbs]] \$[[lB]] [[Portfoⅼio]]; [[TauЬman]] Likely to Lose Contracts [[Millѕ]] Corp. agreed to purchase a 50 percent interest in nine malls owned by General Motors Asset Management Corp. for just over \$[[l]] [[bilⅼion]], creating a new joint venture between the groups. The deal will extend ...",2
"Sun to shine spotlight on new operating system, [[Solaris]] 10 Sun [[Microsystems]] SUNW is expected to release a new version of its operating system today - a big part of the struggling computer maker #39;s plan to save itself.","Sun to shine spotlight on new operating system, [[Sоlaris]] 10 Sun [[Mіcrosystems]] SUNW is expected to release a new version of its operating system today - a big part of the struggling computer maker #39;s plan to save itself.",3
Today in [[Athens]] Leontien [[Zijlaard-van]] Moorsel of the [[Netherlands]] wipes a tear after [[winning]] the gold [[medal]] in the women #[[39]];s road cycling individual time trial at the Vouliagmeni [[Olympic]] Centre in Athens on [[Wednesday]]. ,Today in [[Athenѕ]] Leontien [[Zijlaard-vɑn]] Moorsel of the [[Netheⲅlands]] wipes a tear after [[ԝinning]] the gold [[medaⅼ]] in the women #[[3৭]];s road cycling individual time trial at the Vouliagmeni [[Olympiϲ]] Centre in Athens on [[Wednesԁay]]. ,1
Govt. to Test New Air Passenger Screening Program The US government unveiled plans on Thursday for a revised [[computer-based]] program using personal information to identify airline passengers who may pose a threat to air travel.,Govt. to Test New Air Passenger Screening Program The US government unveiled plans on Thursday for a revised [[cоmputer-based]] program using personal information to identify airline passengers who may pose a threat to air travel.,3
"Phelps Seeks More Gold at World Championships  INDIANAPOLIS (Reuters) - Still riding a wave of euphoria  from the [[Olympics]], Michael Phelps returns to the pool this [[week]]  at the [[world]] short [[course]] [[swimming]] [[championships]] seeking a  [[repeat]] of his six gold medals in Athens.","Phelps Seeks More Gold at World Championships  INDIANAPOLIS (Reuters) - Still riding a wave of euphoria  from the [[Olympicѕ]], Michael Phelps returns to the pool this [[wee𝒌]]  at the [[worlԁ]] short [[courѕe]] [[swimｍing]] [[championshiрs]] seeking a  [[repea𝚝]] of his six gold medals in Athens.",1
"Anniversary remembered on [[game]] day When the attacks came on Sept. 11, 2001, Tom O'Brien, if only for a moment, stopped being Boston College's coach. On that day, as the World Trade Center and Pentagon smoldered and the world stood still, O'Brien was a Navy man.","Anniversary remembered on [[ɡame]] day When the attacks came on Sept. 11, 2001, Tom O'Brien, if only for a moment, stopped being Boston College's coach. On that day, as the World Trade Center and Pentagon smoldered and the world stood still, O'Brien was a Navy man.",1
"Viacom, Disney pay \$1.5M FCC fine [[Disney]] and Viacom [[agreed]] to a fine of \$[[1]].5 [[million]] from the Federal Communications Commission over [[claims]] their [[children]] #[[39]];s cable [[television]] networks violated [[advertising]] [[restrictions]], the FCC said [[Thursday]].","Viacom, Disney pay \$1.5M FCC fine [[Dsiney]] and Viacom [[ɑgreed]] to a fine of \$[[l]].5 [[milⅼion]] from the Federal Communications Commission over [[claimѕ]] their [[childrеn]] #[[Ʒ9]];s cable [[teelvision]] networks violated [[advеrtising]] [[restrictionѕ]], the FCC said [[Thursdy]].",2
"Veterans Committee counts for little The Hall of [[Fame]] released the latest Veterans Committee ballot yesterday. As you might (or might not) remember, there #39;s a (nearly) new committee in town.","Veterans Committee counts for little The Hall of [[Fɑme]] released the latest Veterans Committee ballot yesterday. As you might (or might not) remember, there #39;s a (nearly) new committee in town.",1
"Two Michigan St football players arrested EAST LANSING, Michigan (Ticker) - [[Two]] Michigan [[State]] football players were arrested [[Tuesday]] morning for planting three homemade  [[quot]];[[MacGyver]] bombs [[quot]]; outside a campus apartment.","Two Michigan St football players arrested EAST LANSING, Michigan (Ticker) - [[Tԝo]] Michigan [[Stɑte]] football players were arrested [[Tuesԁay]] morning for planting three homemade  [[qսot]];[[MacGyveⲅ]] bombs [[q]] [[uot]]; outside a campus apartment.",1
