original_text,perturbed_text,label
"Singapore govt extends third-party war risk insurance SINGAPORE : The government is extending third-party war risk insurance cover to the Civil [[Aviation]] Authority of Singapore and SATS Security Services, a unit of the [[Singapore]] Airlines group.","Singapore govt extends third-party war risk insurance SINGAPORE : The government is extending third-party war risk insurance cover to the Civil [[air]] Authority of Singapore and SATS Security Services, a unit of the [[straits]] Airlines group.",2
Govt. to [[Test]] New Air Passenger Screening Program The US government [[unveiled]] plans on Thursday for a revised computer-based program using personal information to identify airline passengers who may pose a threat to air travel.,Govt. to [[test]] New Air Passenger Screening Program The US government [[changed]] plans on Thursday for a revised computer-based program using personal information to identify airline passengers who may pose a threat to air travel.,3
"[[HD]] DVD will boost [[quality]], help stores Four Hollywood studios this week embraced a new high-definition DVD format from electronics giant Toshiba - raising many questions for video lovers who have driven sales of [[pre-recorded]] DVDs to new heights.","[[hd]] DVD will boost [[earnings]], help stores Four Hollywood studios this week embraced a new high-definition DVD format from electronics giant Toshiba - raising many questions for video lovers who have driven sales of [[dedicated]] DVDs to new heights.",3
"Alamosa Offers to Buy AirGate (Reuters) [[Reuters]] - Alamosa Holdings Inc.  said\on Monday it made an unsolicited bid for AirGate PCS Inc.\ worth about  #36;380 million, which would create one of\the largest sellers of wireless telephone service under the\Sprint  brand.","Alamosa Offers to Buy AirGate (Reuters) [[reuters]] - Alamosa Holdings Inc.  said\on Monday it made an unsolicited bid for AirGate PCS Inc.\ worth about  #36;380 million, which would create one of\the largest sellers of wireless telephone service under the\Sprint  brand.",3
Malaysia #39;s Anwar [[Returns]] to Hero #39;s Welcome Malaysia #39;s former deputy [[prime]] minister Anwar Ibrahim has come home to a rock star #39;s [[welcome]] Sunday. [[He]] returned from undergoing back surgery in Germany [[following]] his release from prison last [[month]].,Malaysia #39;s Anwar [[returns]] to Hero #39;s Welcome Malaysia #39;s former deputy [[incumbent]] minister Anwar Ibrahim has come home to a rock star #39;s [[hello]] Sunday. [[he]] returned from undergoing back surgery in Germany [[post]] his release from prison last [[season]].,0
"Annan Starts [[Reshuffling]] [[UN]] Staff for Reform Push (Reuters) Reuters - U.[[N]]. Secretary-General Kofi\Annan on [[Monday]] chose the high-profile British head of a [[key]]\[[agency]] as his new chief of staff, the [[start]] of a reshuffle\aimed at instituting U.N. reforms and combating scandals.","Annan Starts [[using]] [[security]] Staff for Reform Push (Reuters) Reuters - U.[[cn]]. Secretary-General Kofi\Annan on [[saturday]] chose the high-profile British head of a [[corporate]]\[[intelligence]] as his new chief of staff, the [[part]] of a reshuffle\aimed at instituting U.N. reforms and combating scandals.",0
"SICK KIDS VS. DISNEY IN  #39;PETER PAN #39; DUSTUP It #39;s a story that would make Peter Pan [[glad]] that he never grew up. Walt Disney Co. is caught in a feud with a UK children #39;s hospital over the copyright to JM Barrie #39;s classic novel,  quot;Peter Pan.","SICK KIDS VS. DISNEY IN  #39;PETER PAN #39; DUSTUP It #39;s a story that would make Peter Pan [[discover]] that he never grew up. Walt Disney Co. is caught in a feud with a UK children #39;s hospital over the copyright to JM Barrie #39;s classic novel,  quot;Peter Pan.",2
Movie Studios to Sue Illegal [[Film-File]] Traders Movie studios and the Motion Picture Association of America said on Thursday they would sue individuals suspected of illegally distributing movies over the [[Internet]].,Movie Studios to Sue Illegal [[stock]] Traders Movie studios and the Motion Picture Association of America said on Thursday they would sue individuals suspected of illegally distributing movies over the [[day]].,3
"[[Profit]] Plunges at International Game Tech International Game Technology, the world #39;s biggest maker of slot [[machines]], Tuesday said said profit for its latest quarter fell 50 percent from a year ago due to a charge for early redemption of debt and a tax adjustment.","[[news]] Plunges at International Game Tech International Game Technology, the world #39;s biggest maker of slot [[devices]], Tuesday said said profit for its latest quarter fell 50 percent from a year ago due to a charge for early redemption of debt and a tax adjustment.",2
"US [[Airways]] Pilots Approve 18 Pay Cut Five-year, \$1.8 billion cost-cutting contract [[approved]] Thursday also reduces retirement benefits, increases [[work]] hours and eliminates retiree medical coverage.","US [[ps]] Pilots Approve 18 Pay Cut Five-year, \$1.8 billion cost-cutting contract [[working]] Thursday also reduces retirement benefits, increases [[life]] hours and eliminates retiree medical coverage.",2
Britons still prefer fish n'chips ([[AFP]]) AFP - Traditional fish-and-chips along with cherished pub grub remain the dishes of choice for [[Britons]] outstripping Chinese or Indian take-aways.,Britons still prefer fish n'chips ([[[UNK]]]) AFP - Traditional fish-and-chips along with cherished pub grub remain the dishes of choice for [[people]] outstripping Chinese or Indian take-aways.,0
"Florida weather may help Israeli [[citrus]] industry As sunshine state licks its wounds from Hurricane Frances, Gan Shmuel could reap the benefits. The most important news for [[Florida]] #39;s 2.8 million residents this week has not been from the Republican ","Florida weather may help Israeli [[business]] industry As sunshine state licks its wounds from Hurricane Frances, Gan Shmuel could reap the benefits. The most important news for [[florida]] #39;s 2.8 million residents this week has not been from the Republican ",2
"Maid sues Sony Pictures exec [[p2pnet]].net News- James Jackson, vp of legal affairs for Sony Pictures Entertainment, filed for bankruptcy protection just days before a lawsuit accusing him and his wife of involuntary servitude, false imprisonment, invasion of privacy, negligence and ","Maid sues Sony Pictures exec [[vs]].net News- James Jackson, vp of legal affairs for Sony Pictures Entertainment, filed for bankruptcy protection just days before a lawsuit accusing him and his wife of involuntary servitude, false imprisonment, invasion of privacy, negligence and ",3
"Multiplex, [[Westfield]] in UK bid SHOPPING centre giant Westfield [[Group]] has drafted rival [[Multiplex]] and the billionaire Reuben brothers into its pound stg. 585 million (\$1.","Multiplex, [[specializing]] in UK bid SHOPPING centre giant Westfield [[group]] has drafted rival [[players]] and the billionaire Reuben brothers into its pound stg. 585 million (\$1.",2
"Robby Gordon Planning to Proceed With Caution Robby Gordon plans to join the oil spills, the tire chunks, the sharp pieces of debris and the other typical [[racetrack]] hazards on Sunday.","Robby Gordon Planning to Proceed With Caution Robby Gordon plans to join the oil spills, the tire chunks, the sharp pieces of debris and the other typical [[ground]] hazards on Sunday.",1
Nintendo Returns to Profit (AP) [[AP]] - Nintendo Co. returned to profit in the first half of the fiscal year from a loss a year ago as the Japanese video-game maker erased foreign exchange losses and turned more profit with game-software sales.,Nintendo Returns to Profit (AP) [[year]] - Nintendo Co. returned to profit in the first half of the fiscal year from a loss a year ago as the Japanese video-game maker erased foreign exchange losses and turned more profit with game-software sales.,3
"Service [[Sector]] Hit By High Oil Costs Confidence in service [[firms]] has been hit by rising oil prices and interest rates but [[manufacturers]] have seen the best rate of orders for nine years, two surveys show.","Service [[being]] Hit By High Oil Costs Confidence in service [[users]] has been hit by rising oil prices and interest rates but [[users]] have seen the best rate of orders for nine years, two surveys show.",2
Atlas Copco to Sell Electric Tool Business Swedish engineering company Atlas [[Copco]] said Monday it will sell its electric tool business to Hong [[Kong-based]] Techtronic Industries Co.,Atlas Copco to Sell Electric Tool Business Swedish engineering company Atlas [[software]] said Monday it will sell its electric tool business to Hong [[chinese]] Techtronic Industries Co.,2
