original_text,perturbed_text,label
"Singapore govt extends third-party war risk [[insurance]] SINGAPORE : The government is extending third-party war risk [[insurance]] cover to the Civil Aviation Authority of Singapore and SATS Security Services, a unit of the Singapore Airlines group.","Singapore govt extends third-party war risk [[insuranϲe]] SINGAPORE : The government is extending third-party war risk [[insur]] [[ance]] cover to the Civil Aviation Authority of Singapore and SATS Security Services, a unit of the Singapore Airlines group.",2
"Anniversary remembered on game day When the attacks came on Sept. 11, 2001, Tom [[O'Brien]], if only for a moment, stopped being [[Boston]] [[College's]] [[coach]]. On that day, as the World Trade Center and Pentagon [[smoldered]] and the world stood still, [[O'Brien]] was a [[Navy]] [[man]].","Anniversary remembered on game day When the attacks came on Sept. 11, 2001, Tom [[O'Bⲅien]], if only for a moment, stopped being [[Bos𝚝on]] [[Colⅼege's]] [[coaϲh]]. On that day, as the World Trade Center and Pentagon [[smolԁered]] and the world stood still, [[O'Bⲅien]] was a [[Naѵy]] [[ｍan]].",1
"[[Viacom]], Disney pay \$[[1]].5M FCC fine Disney and Viacom agreed to a fine of \$[[1]].[[5]] [[million]] from the [[Federal]] [[Communications]] Commission over claims their children #[[39]];s [[cable]] television [[networks]] violated advertising restrictions, the FCC [[said]] [[Thursday]].","[[Via]] [[com]], Disney pay \$[[l]].5M FCC fine Disney and Viacom agreed to a fine of \$[[l]].[[Ƽ]] [[milⅼion]] from the [[Federaⅼ]] [[Cоmmunications]] Commission over claims their children #[[Ʒ9]];s [[cabⅼe]] television [[netwoks]] violated advertising restrictions, the FCC [[saiԁ]] [[Thursԁay]].",2
"Restive Maldives [[eases]] [[curfew]] after rounding up [[dissidents]] ([[AFP]]) [[AFP]] - A curfew in the capital of the [[Maldives]] was [[eased]] but [[parliament]] sessions were put off indefinitely and emergency rule continued [[following]] [[last]] week's riots, officials and residents said.","Restive Maldives [[eɑses]] [[cսrfew]] after rounding up [[dissiden]] [[ts]] ([[A]] [[FP]]) [[A]] [[FP]] - A curfew in the capital of the [[Mɑldives]] was [[eɑsed]] but [[paliament]] sessions were put off indefinitely and emergency rule continued [[fоllowing]] [[l]] [[ast]] week's riots, officials and residents said.",0
"Philip Morris, plaintiffs fighting again SPRINGFIELD, Ill. Philip Morris and lawyers who won a ten-(B)billion-dollar [[judgment]] against the [[company]] are fighting again. [[The]] [[cigarette]] maker on Monday asked the Illinois Supreme Court to disqualify a Chicago ","Philip Morris, plaintiffs fighting again SPRINGFIELD, Ill. Philip Morris and lawyers who won a ten-(B)billion-dollar [[judgmen𝚝]] against the [[comp]] [[any]] are fighting again. [[Te]] [[ϲigarette]] maker on Monday asked the Illinois Supreme Court to disqualify a Chicago ",2
Pakistan collapses at the WACA [[Opener]] [[Justin]] Langer was last out after a glorious [[innings]] of 191 as Australia totaled 381 on the second morning of the first test against Pakistan in [[Perth]] on Friday.,Pakistan collapses at the WACA [[Openeⲅ]] [[Jus𝚝in]] Langer was last out after a glorious [[inniոgs]] of 191 as Australia totaled 381 on the second morning of the first test against Pakistan in [[Perh]] on Friday.,1
"[[ESPN]].com news services Six months ago, Scottie Pippen issued a  quot;This is probably it for me quot; declaration, that last season was looking more and more like his last in an [[NBA]] uniform.","[[E]] [[SPN]].com news services Six months ago, Scottie Pippen issued a  quot;This is probably it for me quot; declaration, that last season was looking more and more like his last in an [[NA]] uniform.",1
"ViewPoints: [[Just]] say  #39;No #39; You can #39;t get much clearer than No. [[That]] was the strongly implied response of the US [[Treasury]] secretary, John [[Snow]], to Europe #39;s growing cries that he help it deal with a weakening dollar by intervening to stop the slide.","ViewPoints: [[Jsut]] say  #39;No #39; You can #39;t get much clearer than No. [[Tha𝚝]] was the strongly implied response of the US [[Treasuy]] secretary, John [[Snоw]], to Europe #39;s growing cries that he help it deal with a weakening dollar by intervening to stop the slide.",2
"China Says Taiwan Spy Also Operated in U.S. - Media  BEIJING (Reuters) - [[Beijing]] on [[Monday]] [[accused]] a  [[Chinese-American]] [[arrested]] for [[spying]] for Taiwan of building an  [[espionage]] [[network]] in the [[United]] States, and said he could go on  trial very soon.","China Says Taiwan Spy Also Operated in U.S. - Media  BEIJING (Reuters) - [[Beiϳing]] on [[Monԁay]] [[accusd]] a  [[ChineseA-merican]] [[arresteԁ]] for [[spy]] [[ing]] for Taiwan of building an  [[espionagе]] [[net]] [[work]] in the [[U]] [[nited]] States, and said he could go on  trial very soon.",0
ACLU Seeks to Challenge [[Gay]] Adoption Ban (AP) AP - The American Civil Liberties Union asked the [[Supreme]] Court on Friday to hear its challenge to [[Florida's]] ban on adoptions by gays.,ACLU Seeks to Challenge [[G]] [[ay]] Adoption Ban (AP) AP - The American Civil Liberties Union asked the [[Supreｍe]] Court on Friday to hear its challenge to [[Florida]] '[[s]] ban on adoptions by gays.,0
