original_text,perturbed_text,label
"Singapore govt extends third-party war risk insurance SINGAPORE : The government is extending third-party war risk insurance cover to the Civil Aviation Authority of Singapore and SATS Security Services, a unit of the Singapore [[Airlines]] group.","Singapore govt extends third-party war risk insurance SINGAPORE : The government is extending third-party war risk insurance cover to the Civil Aviation Authority of Singapore and SATS Security Services, a unit of the Singapore [[Airlіnes]] group.",2
"[[Sun]] to shine spotlight on new operating system, [[Solaris]] 10 Sun Microsystems SUNW is expected to [[release]] a new [[version]] of its operating system today - a big part of the struggling computer maker #39;s plan to save itself.","[[Suո]] to shine spotlight on new operating system, [[Solaⲅis]] 10 Sun Microsystems SUNW is expected to [[releaѕe]] a new [[ve]] [[rsion]] of its operating system today - a big part of the struggling computer maker #39;s plan to save itself.",3
Govt. to Test New Air Passenger [[Screening]] Program The US government unveiled plans on Thursday for a revised [[computer-based]] program using personal information to identify airline passengers who may pose a threat to air travel.,Govt. to Test New Air Passenger [[Screеning]] Program The US government unveiled plans on Thursday for a revised [[comрuter-based]] program using personal information to identify airline passengers who may pose a threat to air travel.,3
"Anniversary remembered on [[game]] day When the attacks came on Sept. [[11]], [[2001]], Tom O'Brien, if only for a moment, stopped being [[Boston]] [[College's]] coach. On that day, as the World Trade Center and Pentagon smoldered and the world stood still, O'Brien was a Navy man.","Anniversary remembered on [[gamе]] day When the attacks came on Sept. [[1l]], [[2]] [[001]], Tom O'Brien, if only for a moment, stopped being [[Bоston]] [[Colⅼege's]] coach. On that day, as the World Trade Center and Pentagon smoldered and the world stood still, O'Brien was a Navy man.",1
"[[Nokia]] announces [[Near]] [[Field]] Communication products With the Nokia NFC ([[Near]] [[Field]] Communication) [[shell]] on their phone, [[consumers]] will be able to access a [[variety]] of [[services]] and exchange information with a simple touch gesture.","[[Nokiɑ]] announces [[Ner]] [[Fielԁ]] Communication products With the Nokia NFC ([[Neaⲅ]] [[Fieⅼd]] Communication) [[shel]] on their phone, [[consumes]] will be able to access a [[varietу]] of [[sеrvices]] and exchange information with a simple touch gesture.",3
[[HONDA]] [[LINKED]] WITH BAR TAKEOVER [[BAR]] #39;s engine partner Honda is believed to be interested in purchasing the [[Brackley]] team and a deal could be [[done]] within the next 12 months.,[[HON]] [[DA]] [[LINEKD]] WITH BAR TAKEOVER [[BR]] #39;s engine partner Honda is believed to be interested in purchasing the [[Brac𝒌ley]] team and a deal could be [[donе]] within the next 12 months.,1
"Hurricane Ivan again growing in strength, Caribbean islands &lt;b&gt;...&lt;/b&gt; [[Islanders]] scrambled to put up storm shutters and buy water as hurricane Ivan churned toward Barbados just days after hurricane Frances tore across the Caribbean and through Florida.","Hurricane Ivan again growing in strength, Caribbean islands &lt;b&gt;...&lt;/b&gt; [[Isladners]] scrambled to put up storm shutters and buy water as hurricane Ivan churned toward Barbados just days after hurricane Frances tore across the Caribbean and through Florida.",0
"** [[For]] the latest news, please refresh this page regularly ** What #39;s up? I see the whole world has their eyes on the Oscar vs. [[Bernard]] [[fight]]. My thought is Oscar is coming off with an upset.","** [[Fr]] the latest news, please refresh this page regularly ** What #39;s up? I see the whole world has their eyes on the Oscar vs. [[Beⲅnard]] [[fght]]. My thought is Oscar is coming off with an upset.",1
Britons still prefer fish n'chips (AFP) [[AFP]] - Traditional fish-and-chips along with cherished pub grub remain the dishes of choice for Britons [[outstripping]] Chinese or Indian [[take-aways]].,Britons still prefer fish n'chips (AFP) [[A]] [[FP]] - Traditional fish-and-chips along with cherished pub grub remain the dishes of choice for Britons [[оutstripping]] Chinese or Indian [[𝚝ake-aways]].,0
ACLU [[Seeks]] to Challenge Gay Adoption Ban (AP) AP - The American Civil Liberties Union asked the Supreme Court on Friday to hear its challenge to Florida's ban on adoptions by gays.,ACLU [[Sеeks]] to Challenge Gay Adoption Ban (AP) AP - The American Civil Liberties Union asked the Supreme Court on Friday to hear its challenge to Florida's ban on adoptions by gays.,0
