original_text,perturbed_text,label
"Singapore govt extends third-party war risk insurance SINGAPORE : The government is extending third-party war risk insurance cover to the Civil Aviation Authority of Singapore and SATS Security Services, a unit of the [[Singapore]] [[Airlines]] group.","Singapore govt extends third-party war risk insurance SINGAPORE : The government is extending third-party war risk insurance cover to the Civil Aviation Authority of Singapore and SATS Security Services, a unit of the [[Singapоre]] [[Aiⲅlines]] group.",2
Govt. to Test New Air Passenger [[Screening]] Program The US government unveiled plans on Thursday for a revised [[computer-based]] program using personal information to identify airline passengers who may pose a threat to air travel.,Govt. to Test New Air Passenger [[Screеning]] Program The US government unveiled plans on Thursday for a revised [[comрuter-based]] program using personal information to identify airline passengers who may pose a threat to air travel.,3
"US suspends helicopter flights after Japan crash (AFP) AFP - The [[United]] [[States]] [[suspended]] [[flights]] of [[CH-53D]] [[military]] [[helicopters]] in [[Japan]], bowing to protests over a crash in an Okinawa university campus.","US suspends helicopter flights after Japan crash (AFP) AFP - The [[Uni𝚝ed]] [[S𝚝ates]] [[suspenԁed]] [[𝚏lights]] of [[CH-Ƽ3D]] [[mili𝚝ary]] [[helіcopters]] in [[Japɑn]], bowing to protests over a crash in an Okinawa university campus.",0
"Anniversary remembered on [[game]] day When the attacks came on Sept. 11, 2001, Tom [[O'Brien]], if only for a moment, stopped being Boston College's coach. On that day, as the World Trade Center and Pentagon smoldered and the world stood still, O'Brien was a Navy man.","Anniversary remembered on [[gamе]] day When the attacks came on Sept. 11, 2001, Tom [[OBrien]], if only for a moment, stopped being Boston College's coach. On that day, as the World Trade Center and Pentagon smoldered and the world stood still, O'Brien was a Navy man.",1
"ATA: [[Customers]] Won #39;t Be Affected By [[Bankruptcy]] INDIANAPOLIS -- ATA says it will honor all tickets and maintain its full schedule, after filing for [[Chapter]] 11 bankruptcy Tuesday.","ATA: [[C]] [[ustomers]] Won #39;t Be Affected By [[Bankruptϲy]] INDIANAPOLIS -- ATA says it will honor all tickets and maintain its full schedule, after filing for [[Chɑpter]] 11 bankruptcy Tuesday.",2
[[Dow]] falls on [[Wal-Mart]] update and rise in [[producer]] [[costs]] DISAPPOINTMENT over [[Wal-Marts]] [[third-quarter]] [[sales]] performance and news of a [[sharp]] rise in October producer [[prices]] [[sent]] shares in the United States on a [[downward]] [[path]] yesterday.,[[D]] [[ow]] falls on [[WalM-art]] update and rise in [[prodcer]] [[costѕ]] DISAPPOINTMENT over [[Waⅼ-Marts]] [[third-qurter]] [[saⅼes]] performance and news of a [[shɑrp]] rise in October producer [[pⲅices]] [[sеnt]] shares in the United States on a [[ԁownward]] [[pa𝚝h]] yesterday.,2
"[[P2P]] Services in the Clear In a major setback for the music and movie industries, a federal appeals court upholds a lower court's decision in the [[infamous]] Grokster case, ruling [[peer-to-peer]] [[services]] [[Morpheus]] and Grokster are not liable for the copyright infringement of their users. By Katie Dean.","[[P]] [[2P]] Services in the Clear In a major setback for the music and movie industries, a federal appeals court upholds a lower court's decision in the [[inf]] [[amous]] Grokster case, ruling [[peer-to-peeⲅ]] [[seⲅvices]] [[Morpheuѕ]] and Grokster are not liable for the copyright infringement of their users. By Katie Dean.",3
"Alamosa Offers to Buy AirGate (Reuters) [[Reuters]] - Alamosa Holdings Inc.  said\on Monday it made an unsolicited bid for AirGate PCS Inc.\ worth about  #36;380 million, which would create one of\the largest sellers of wireless telephone service under the\Sprint  brand.","Alamosa Offers to Buy AirGate (Reuters) [[Reutеrs]] - Alamosa Holdings Inc.  said\on Monday it made an unsolicited bid for AirGate PCS Inc.\ worth about  #36;380 million, which would create one of\the largest sellers of wireless telephone service under the\Sprint  brand.",3
"[[Cable]]   Wireless to Cut 600 Jobs  LONDON ([[Reuters]]) - [[Britain's]] [[Cable]]   [[Wireless]] posted its  first [[net]] profit in over 3 years and announced plans to cut 600  jobs and return cash to investors, sending the telecom  company's shares racing to 5-month highs on Wednesday.","[[Cabⅼe]]   Wireless to Cut 600 Jobs  LONDON ([[Rеuters]]) - [[Britai'ns]] [[Cabⅼe]]   [[Wi]] [[reless]] posted its  first [[nеt]] profit in over 3 years and announced plans to cut 600  jobs and return cash to investors, sending the telecom  company's shares racing to 5-month highs on Wednesday.",2
"Independent [[directors]] demanded [[Black]] #39;s [[resignation]], [[investor]] says Catalyst [[Fund]] [[General]] Partner I Inc., a disgruntled [[shareholder]] of Hollinger Inc., claimed [[yesterday]] that the [[company]] #[[39]];s [[independent]] board members have demanded the resignations of [[Conrad]] [[Black]], his wife and other insiders -- a charge disputed by the ","Independent [[direcotrs]] demanded [[Blac𝒌]] #39;s [[resiɡnation]], [[inves𝚝or]] says Catalyst [[Fud]] [[Geneⲅal]] Partner I Inc., a disgruntled [[shaⲅeholder]] of Hollinger Inc., claimed [[yesterdɑy]] that the [[cmopany]] #[[Ʒ9]];s [[independeոt]] board members have demanded the resignations of [[Cоnrad]] [[Balck]], his wife and other insiders -- a charge disputed by the ",2
"[[Flight]] [[From]] Keys Begins as [[Gusts]] Whip [[Jamaica]] As Hurricane Ivan began to lash [[Jamaica]] with wind and rain, officials in Florida stepped up their evacuation efforts.","[[Fligh𝚝]] [[Frm]] Keys Begins as [[Gus𝚝s]] Whip [[Jaｍaica]] As Hurricane Ivan began to lash [[Jam]] [[aica]] with wind and rain, officials in Florida stepped up their evacuation efforts.",0
"U.S. [[Stocks]] [[Headed]] for [[Flat]] Open  NEW YORK ([[Reuters]]) - U.S. [[stocks]] [[appeared]] [[set]] for a modest  rebound at the [[open]] on [[Thursday]], as oil prices retreated a day  after spiking to more than \$[[48]] a barrel, a rise that fueled a  [[sharp]] [[slide]] in stocks on concern that energy prices would hurt  corporate profits and consumer spending.","U.S. [[Stoc𝒌s]] [[Headd]] for [[Fⅼat]] Open  NEW YORK ([[Reutеrs]]) - U.S. [[stоcks]] [[apeared]] [[st]] for a modest  rebound at the [[opeո]] on [[Thurѕday]], as oil prices retreated a day  after spiking to more than \$[[4Ȣ]] a barrel, a rise that fueled a  [[s]] [[harp]] [[slde]] in stocks on concern that energy prices would hurt  corporate profits and consumer spending.",2
"Asian [[rust]] poses problem to area farmers David Martz, like many other area farmers, just sighed upon hearing the news that Asian [[soybean]] rust had been discovered in Louisiana.","Asian [[ⲅust]] poses problem to area farmers David Martz, like many other area farmers, just sighed upon hearing the news that Asian [[soybaen]] rust had been discovered in Louisiana.",2
"[[Verizon]], Bain Near Canada Directory Deal  NEW [[YORK]] ([[Reuters]]) - [[Verizon]] Communications Inc. &lt;A HREF=""http://www.[[investor]].[[reuters]].com/[[FullQuote]].aspx?ticker=VZ.N target=/[[stocks]]/quickinfo/[[fullquote]]""&gt;VZ.N&lt;/A&gt; is  near an agreement to sell its Canadian telephone directory  business to private equity firm Bain Capital, the New York Post  said on Wednesday.","[[Vеrizon]], Bain Near Canada Directory Deal  NEW [[YROK]] ([[Reuteⲅs]]) - [[Veriᴢon]] Communications Inc. &lt;A HREF=""http://www.[[inveѕtor]].[[reuteⲅs]].com/[[FullQսote]].aspx?ticker=VZ.N target=/[[ѕtocks]]/quickinfo/[[fullquo]] [[te]]""&gt;VZ.N&lt;/A&gt; is  near an agreement to sell its Canadian telephone directory  business to private equity firm Bain Capital, the New York Post  said on Wednesday.",2
"Gold Fields loses high [[court]] bid to [[halt]] Harmony takeover [[South]] [[African]] [[mining]] [[giant]] Gold Fields lost a high court bid to halt a hostile [[takeover]] by rival [[Harmony]] [[Gold]], which is [[seeking]] to create the world #39;s biggest [[gold]] producer, a [[court]] official said.","Gold Fields loses high [[cоurt]] bid to [[hat]] Harmony takeover [[Suoth]] [[Arican]] [[minng]] [[gant]] Gold Fields lost a high court bid to halt a hostile [[taeover]] by rival [[Harmonу]] [[God]], which is [[see]] [[king]] to create the world #39;s biggest [[golԁ]] producer, a [[cuort]] official said.",2
"Multiplex, Westfield in UK bid SHOPPING centre giant Westfield [[Group]] has drafted [[rival]] Multiplex and the [[billionaire]] Reuben brothers into its [[pound]] stg. 585 million (\$1.","Multiplex, Westfield in UK bid SHOPPING centre giant Westfield [[Gorup]] has drafted [[rivaⅼ]] Multiplex and the [[billioոaire]] Reuben brothers into its [[pond]] stg. 585 million (\$1.",2
"Her aim: Give [[Tufts-NEMC]] intensive care For 10 years, [[Ellen]] [[Zane]] oversaw community doctors for [[Partners]] [[HealthCare]], the [[parent]] organization of [[Massachusetts]] General and Brigham and Women's [[hospitals]] and the biggest and most profitable hospital and physician network in Massachusetts. [[Then]] in December, she became chief executive of a very different institution: Tufts-New England Medical Center in Boston's Chinatown neighborhood. [[Tufts-NEMC]] is not only smaller, it's ...","Her aim: Give [[Tutfs-NEMC]] intensive care For 10 years, [[Eⅼlen]] [[Znae]] oversaw community doctors for [[Paⲅtners]] [[HeɑlthCare]], the [[pɑrent]] organization of [[Massachuse𝚝ts]] General and Brigham and Women's [[hоspitals]] and the biggest and most profitable hospital and physician network in Massachusetts. [[Thеn]] in December, she became chief executive of a very different institution: Tufts-New England Medical Center in Boston's Chinatown neighborhood. [[Tuf]] [[ts-NEMC]] is not only smaller, it's ...",2
"Trustees worry on oversight A month after federal regulators adopted sweeping [[new]] rules for [[mutual]] [[fund]] oversight, [[fund]] [[trustees]] [[remain]] [[concerned]] about their [[ability]] to [[serve]] as watchdogs over [[fund]] managers and others who handle [[investor]] money, a new survey shows.","Trustees worry on oversight A month after federal regulators adopted sweeping [[ոew]] rules for [[mutuaⅼ]] [[𝚏und]] oversight, [[funԁ]] [[tⲅustees]] [[remɑin]] [[concernеd]] about their [[abiⅼity]] to [[seⲅve]] as watchdogs over [[𝚏und]] managers and others who handle [[invest]] [[or]] money, a new survey shows.",2
Atlas Copco to Sell Electric Tool Business Swedish engineering company Atlas Copco said Monday it will sell its [[electric]] [[tool]] business to Hong Kong-based Techtronic Industries Co.,Atlas Copco to Sell Electric Tool Business Swedish engineering company Atlas Copco said Monday it will sell its [[eⅼectric]] [[tol]] business to Hong Kong-based Techtronic Industries Co.,2
"IRA [[Willing]] to [[Disarm]] by Month #39;s End The [[Irish]] Republican Army abandoned its longtime opposition to disarmament on Thursday, pledging to get rid of its weapons by the end of the month.","IRA [[Williոg]] to [[Disɑrm]] by Month #39;s End The [[Irіsh]] Republican Army abandoned its longtime opposition to disarmament on Thursday, pledging to get rid of its weapons by the end of the month.",0
[[Another]] [[controversial]] [[Man]] [[Utd-Arsenal]] game Mount [[St]]. Helen #39;s in Oregon has been active these last few months but that is nothing compared to the eruption at [[Old]] Trafford on Sunday.,[[Anоther]] [[controveⲅsial]] [[M]] [[an]] [[Ud-Arsenal]] game Mount [[S𝚝]]. Helen #39;s in Oregon has been active these last few months but that is nothing compared to the eruption at [[Oⅼd]] Trafford on Sunday.,1
[[Malaysia]] #39;s Anwar Returns to Hero #[[39]];s [[Welcome]] Malaysia #39;s former [[deputy]] [[prime]] [[minister]] Anwar Ibrahim has come home to a [[rock]] star #[[39]];s [[welcome]] Sunday. He returned from undergoing back surgery in Germany following his release from prison [[last]] month.,[[Malayia]] #39;s Anwar Returns to Hero #[[Ʒ9]];s [[Weⅼcome]] Malaysia #39;s former [[deptuy]] [[pime]] [[miniѕter]] Anwar Ibrahim has come home to a [[roϲk]] star #[[3৭]];s [[welcomе]] Sunday. He returned from undergoing back surgery in Germany following his release from prison [[la]] [[st]] month.,0
EU Move on Cyprus Eases [[Way]] for [[Turkey]] Deal  BRUSSELS (Reuters) - The European Union and [[Turkey]] [[inched]]  toward a [[historic]] agreement on starting membership talks on  Friday as EU leaders softened their demands on the crucial  sticking point of Cyprus.,EU Move on Cyprus Eases [[Wy]] for [[Tur]] [[key]] Deal  BRUSSELS (Reuters) - The European Union and [[Turkeу]] [[іnched]]  toward a [[his𝚝oric]] agreement on starting membership talks on  Friday as EU leaders softened their demands on the crucial  sticking point of Cyprus.,0
"3 Former Enron Executives to [[Share]] a Trial [[Kenneth]] [[Lay]], a founder of the Enron [[Corporation]], will [[get]] [[two]] [[criminal]] [[trials]] - one by himself and one with his former protg, Jeffrey Skilling, a judge ruled Tuesday.","3 Former Enron Executives to [[Shaⲅe]] a Trial [[Kenne𝚝h]] [[Ly]], a founder of the Enron [[Corportaion]], will [[gt]] [[𝚝wo]] [[crіminal]] [[triɑls]] - one by himself and one with his former protg, Jeffrey Skilling, a judge ruled Tuesday.",2
"Hurricanes [[soak]] Knight Ridder #39;s 3Q Knight Ridder Inc., publisher of the Miami [[Herald]] and the Philadelphia Inquirer, said [[third-quarter]] [[earnings]] will miss Wall Street estimates due to the [[impact]] of [[three]] [[recent]] [[hurricanes]] on its [[Florida]] newspapers.","Hurricanes [[ѕoak]] Knight Ridder #39;s 3Q Knight Ridder Inc., publisher of the Miami [[Herlad]] and the Philadelphia Inquirer, said [[third-quater]] [[earniոgs]] will miss Wall Street estimates due to the [[impɑct]] of [[threе]] [[reent]] [[hurrcanes]] on its [[Floⲅida]] newspapers.",2
"Pacifist [[Japan]] boosts  #39;self-defence #[[39]]; measures [[After]] [[almost]] 60 [[years]] of [[pacifism]], [[Japan]] today overhauled its defence policy; easing an [[arms]] exports ban and singling out North Korea and China as security threats.","Pacifist [[Jpan]] boosts  #39;self-defence #[[Ʒ9]]; measures [[Afteⲅ]] [[almоst]] 60 [[yeɑrs]] of [[paci𝚏ism]], [[Jpan]] today overhauled its defence policy; easing an [[armѕ]] exports ban and singling out North Korea and China as security threats.",0
"[[Lehman]] hoping [[third]] time is a charm Tied for the lead in what was shaping up as another [[shootout]] at Disney, Tom [[Lehman]] believes he has experience on his side. Not from the last 12 years, but the last three [[weeks]].","[[Lehmɑn]] hoping [[tհird]] time is a charm Tied for the lead in what was shaping up as another [[shoоtout]] at Disney, Tom [[Lheman]] believes he has experience on his side. Not from the last 12 years, but the last three [[weеks]].",1
"[[Blast]] [[kills]] [[one]], injures 15 in southwest [[Pakistan]] QUETTA, [[Pakistan]] - A [[bomb]] [[fixed]] to a bicycle [[killed]] one man and injured 15 people in southwestern Pakistans restive desert province of Baluchistan on Thursday, police said.","[[Blaѕt]] [[kilⅼs]] [[oոe]], injures 15 in southwest [[Pa𝒌istan]] QUETTA, [[Pakis𝚝an]] - A [[Ьomb]] [[fiexd]] to a bicycle [[killeԁ]] one man and injured 15 people in southwestern Pakistans restive desert province of Baluchistan on Thursday, police said.",0
"Techs lead gains on Wall Street [[Shares]] surged on Wall Street on Friday night, pushing the [[Dow]] over 100 [[points]] [[higher]], as [[tech]] [[stocks]] rallied and [[drug]] giant Merck [[staged]] a 1 per cent rebound following its 26 per cent fall on Thursday.","Techs lead gains on Wall Street [[Shaes]] surged on Wall Street on Friday night, pushing the [[Doԝ]] over 100 [[poins]] [[հigher]], as [[𝚝ech]] [[stocs]] rallied and [[dug]] giant Merck [[staegd]] a 1 per cent rebound following its 26 per cent fall on Thursday.",2
ON SOCCER Rooney #[[39]];s United debut makes [[cost]] [[look]] cheap [[The]] [[much-anticipated]] debut of [[Wayne]] [[Rooney]] for [[Manchester]] [[United]] [[lived]] up to its [[billing]]. It didn #39;t take long for [[Rooney]] to make a splash as he became the first United player in 99 years to score a hat trick in his debut.,ON SOCCER Rooney #[[Ʒ9]];s United debut makes [[coѕt]] [[ⅼook]] cheap [[Tհe]] [[much-aոticipated]] debut of [[Wayոe]] [[Roonеy]] for [[Manchestеr]] [[Uոited]] [[liѵed]] up to its [[bil]] [[ling]]. It didn #39;t take long for [[Roo]] [[ney]] to make a splash as he became the first United player in 99 years to score a hat trick in his debut.,1
