original_text,perturbed_text,label
"[[Singapore]] [[govt]] [[extends]] [[third-party]] war risk insurance SINGAPORE : The government is extending [[third-party]] war risk insurance cover to the Civil [[Aviation]] Authority of Singapore and SATS Security Services, a unit of the Singapore Airlines [[group]].","[[Siոgapore]] [[gov𝚝]] [[extendѕ]] [[third-prty]] war risk insurance SINGAPORE : The government is extending [[tհird-party]] war risk insurance cover to the Civil [[Aiation]] Authority of Singapore and SATS Security Services, a unit of the Singapore Airlines [[gⲅoup]].",2
"Mills Grabs \$1B Portfolio; [[Taubman]] Likely to Lose Contracts Mills Corp. agreed to purchase a 50 percent [[interest]] in nine [[malls]] owned by General Motors Asset Management Corp. for just over \$1 [[billion]], creating a new joint venture between the groups. The deal will extend ...","Mills Grabs \$1B Portfolio; [[Tauban]] Likely to Lose Contracts Mills Corp. agreed to purchase a 50 percent [[in𝚝erest]] in nine [[mallѕ]] owned by General Motors Asset Management Corp. for just over \$1 [[bilⅼion]], creating a new joint venture between the groups. The deal will extend ...",2
"Fed [[Cup]] all tied up FRANCE #[[39]];S Russian-born Tatiana Golovin left the [[Fed]] [[Cup]] [[final]] hanging in the balance [[today]] as she beat [[Russia]] #[[39]];s US Open champion Svetlana [[Kuznetsova]] [[6-4]], [[6-1]] to [[level]] the tie at 2-2 and [[take]] it to the final doubles match.","Fed [[Cսp]] all tied up FRANCE #[[3৭]];S Russian-born Tatiana Golovin left the [[Fеd]] [[Cp]] [[finl]] hanging in the balance [[toԁay]] as she beat [[Russiɑ]] #[[3৭]];s US Open champion Svetlana [[Kuzոetsova]] [[64]], [[б-1]] to [[leveⅼ]] the tie at 2-2 and [[ta]] [[ke]] it to the final doubles match.",1
Today in Athens Leontien [[Zijlaard-van]] [[Moorsel]] of the Netherlands [[wipes]] a tear after winning the gold medal in the women #39;s road [[cycling]] individual [[time]] trial at the [[Vouliagmeni]] Olympic Centre in Athens on Wednesday. ,Today in Athens Leontien [[Zilaard-van]] [[Moоrsel]] of the Netherlands [[w]] [[ipes]] a tear after winning the gold medal in the women #39;s road [[cycliոg]] individual [[ti]] [[me]] trial at the [[Voulіagmeni]] Olympic Centre in Athens on Wednesday. ,1
Govt. to Test New Air Passenger Screening Program The US government unveiled plans on Thursday for a revised [[computer-based]] program using personal information to identify airline passengers who may pose a threat to air travel.,Govt. to Test New Air Passenger Screening Program The US government unveiled plans on Thursday for a revised [[cоmputer-based]] program using personal information to identify airline passengers who may pose a threat to air travel.,3
"US suspends helicopter [[flights]] after Japan crash (AFP) AFP - [[The]] [[United]] [[States]] [[suspended]] [[flights]] of [[CH-53D]] [[military]] [[helicopters]] in Japan, [[bowing]] to [[protests]] over a [[crash]] in an [[Okinawa]] university campus.","US suspends helicopter [[flightѕ]] after Japan crash (AFP) AFP - [[Te]] [[Uniteԁ]] [[Staes]] [[suspeոded]] [[flightѕ]] of [[CH-35D]] [[militaⲅy]] [[helicopterѕ]] in Japan, [[boԝing]] to [[protestѕ]] over a [[cash]] in an [[Okinaԝa]] university campus.",0
"Anniversary remembered on game day When the attacks came on Sept. 11, 2001, Tom O'Brien, if only for a moment, stopped being Boston [[College's]] coach. On that day, as the World Trade Center and Pentagon smoldered and the world stood still, O'Brien was a Navy man.","Anniversary remembered on game day When the attacks came on Sept. 11, 2001, Tom O'Brien, if only for a moment, stopped being Boston [[Cоllege's]] coach. On that day, as the World Trade Center and Pentagon smoldered and the world stood still, O'Brien was a Navy man.",1
"[[Viacom]], Disney pay \$[[1]].[[5M]] FCC fine Disney and Viacom agreed to a fine of \$[[1]].[[5]] million from the Federal Communications Commission over claims their [[children]] #39;s cable [[television]] [[networks]] [[violated]] advertising restrictions, the [[FCC]] [[said]] Thursday.","[[Via]] [[com]], Disney pay \$[[l]].[[ƼM]] FCC fine Disney and Viacom agreed to a fine of \$[[l]].[[Ƽ]] million from the Federal Communications Commission over claims their [[childⲅen]] #39;s cable [[televiѕion]] [[netwroks]] [[voilated]] advertising restrictions, the [[FC]] [[saiԁ]] Thursday.",2
Pfizer Sends Out Update On Drug Bextra Pfizer Inc. said [[Friday]] that it will provide health-care [[professionals]] with additional [[information]] about its Bextra [[arthritis]] drug and that it will conduct further studies to confirm the [[drug]] #[[39]];s long-term [[cardiovascular]] [[safety]] record.,Pfizer Sends Out Update On Drug Bextra Pfizer Inc. said [[Friԁay]] that it will provide health-care [[professionalѕ]] with additional [[infoⲅmation]] about its Bextra [[arthritiѕ]] drug and that it will conduct further studies to confirm the [[dⲅug]] #[[3৭]];s long-term [[cardiovasculaⲅ]] [[safe𝚝y]] record.,2
"US Airways, Pilots Union [[Near]] Agreement US Airways is seeking \$[[800]] [[million]] in concessions from employee unions as it attempts to [[avoid]] filing Chapter 11. [[The]] Air [[Line]] [[Pilots]] [[Association]] will [[present]] its [[proposal]] on the [[evening]] of ","US Airways, Pilots Union [[Neaⲅ]] Agreement US Airways is seeking \$[[80]] [[mіllion]] in concessions from employee unions as it attempts to [[avid]] filing Chapter 11. [[Te]] Air [[Lie]] [[Pliots]] [[Assocіation]] will [[prеsent]] its [[proposaⅼ]] on the [[evenіng]] of ",2
"ATA: [[Customers]] Won #39;t Be Affected By Bankruptcy INDIANAPOLIS -- [[ATA]] says it will honor all [[tickets]] and maintain its full schedule, after [[filing]] for Chapter 11 bankruptcy [[Tuesday]].","ATA: [[Customerѕ]] Won #39;t Be Affected By Bankruptcy INDIANAPOLIS -- [[AA]] says it will honor all [[ticketѕ]] and maintain its full schedule, after [[fiⅼing]] for Chapter 11 bankruptcy [[Tuesԁay]].",2
"Starting today, [[funds']] stances on proxies are matter of record Every year, public companies put a number of questions before their [[stockholders]] for a vote. Investors weigh in on [[whether]] to [[reelect]] company directors, reappoint [[auditors]], and approve or kill plans to give big stock option packages to senior executives.","Starting today, [[funs']] stances on proxies are matter of record Every year, public companies put a number of questions before their [[stоckholders]] for a vote. Investors weigh in on [[whethеr]] to [[rеelect]] company directors, reappoint [[auditоrs]], and approve or kill plans to give big stock option packages to senior executives.",2
Movie Studios to Sue Illegal [[Film-File]] Traders Movie studios and the Motion Picture Association of America said on Thursday they would sue individuals suspected of illegally distributing movies over the [[Internet]].,Movie Studios to Sue Illegal [[Film˗File]] Traders Movie studios and the Motion Picture Association of America said on Thursday they would sue individuals suspected of illegally distributing movies over the [[Inernet]].,3
Button [[defends]] [[F1]] decision Britain #[[39]];s [[Jenson]] Button has justified his decision to leave BAR for Williams as the dispute over his future moves towards a conclusion.,Button [[defeոds]] [[Fl]] decision Britain #[[Ʒ9]];s [[Jenѕon]] Button has justified his decision to leave BAR for Williams as the dispute over his future moves towards a conclusion.,1
"NBA [[Game]] [[Summary]] - Portland at Dallas Dallas, TX ([[Sports]] [[Network]]) - Dirk [[Nowitzki]] [[scored]] 23 points and grabbed [[14]] rebounds to [[lead]] [[Dallas]] to a 92-83 win over Portland at American [[Airlines]] [[Arena]].","NBA [[Gaｍe]] [[Summaⲅy]] - Portland at Dallas Dallas, TX ([[Sрorts]] [[Ntwork]]) - Dirk [[Noitzki]] [[scoreԁ]] 23 points and grabbed [[1Ꮞ]] rebounds to [[leaԁ]] [[Dalas]] to a 92-83 win over Portland at American [[Airlineѕ]] [[Aⲅena]].",1
"Annan Starts Reshuffling UN Staff for Reform [[Push]] (Reuters) [[Reuters]] - U.N. Secretary-General Kofi\Annan on Monday [[chose]] the high-profile [[British]] head of a key\agency as his new [[chief]] of staff, the start of a reshuffle\aimed at instituting U.N. reforms and combating scandals.","Annan Starts Reshuffling UN Staff for Reform [[Pսsh]] (Reuters) [[Reutеrs]] - U.N. Secretary-General Kofi\Annan on Monday [[cose]] the high-profile [[Brіtish]] head of a key\agency as his new [[chie𝚏]] of staff, the start of a reshuffle\aimed at instituting U.N. reforms and combating scandals.",0
"EBay gets into [[rentals]] [[EBay]] plans to buy the apartment and home rental service Rent.com for \$415 million, adding to its already exhaustive breadth of offerings.","EBay gets into [[rentaⅼs]] [[EaBy]] plans to buy the apartment and home rental service Rent.com for \$415 million, adding to its already exhaustive breadth of offerings.",2
"Alamosa Offers to Buy AirGate (Reuters) [[Reuters]] - Alamosa Holdings Inc.  said\on Monday it made an unsolicited bid for AirGate PCS Inc.\ worth about  #36;380 million, which would create one of\the largest sellers of [[wireless]] telephone service under the\Sprint  brand.","Alamosa Offers to Buy AirGate (Reuters) [[Reuteⲅs]] - Alamosa Holdings Inc.  said\on Monday it made an unsolicited bid for AirGate PCS Inc.\ worth about  #36;380 million, which would create one of\the largest sellers of [[wirelesѕ]] telephone service under the\Sprint  brand.",3
"Profit [[Plunges]] at [[International]] [[Game]] Tech [[International]] Game [[Technology]], the world #[[39]];s [[biggest]] [[maker]] of slot machines, [[Tuesday]] [[said]] said profit for its latest quarter fell 50 percent from a year ago due to a charge for early redemption of debt and a tax adjustment.","Profit [[Plungeѕ]] at [[Internatiоnal]] [[Gaｍe]] Tech [[Internationaⅼ]] Game [[Technoⅼogy]], the world #[[3৭]];s [[bggest]] [[makeⲅ]] of slot machines, [[Tuesԁay]] [[sid]] said profit for its latest quarter fell 50 percent from a year ago due to a charge for early redemption of debt and a tax adjustment.",2
"Red Sox on Brink of World Series Victory  ST. LOUIS ([[Reuters]]) - Pedro Martinez pitched seven shutout  innings and Manny Ramirez hit a home run as the Boston Red Sox  beat the St. Louis Cardinals 4-1 Tuesday, moving to the brink  of their first World [[Series]] title since 1918.","Red Sox on Brink of World Series Victory  ST. LOUIS ([[Rеuters]]) - Pedro Martinez pitched seven shutout  innings and Manny Ramirez hit a home run as the Boston Red Sox  beat the St. Louis Cardinals 4-1 Tuesday, moving to the brink  of their first World [[Serieѕ]] title since 1918.",1
Shares of Video Game Makers Rise Sharply Shares of [[video]] game makers rose sharply Friday after analysts reported industry sales increased 11 percent last month due mainly to the strength of two blockbuster titles that have proven to be the holiday season #39;s biggest sellers.,Shares of Video Game Makers Rise Sharply Shares of [[ѵideo]] game makers rose sharply Friday after analysts reported industry sales increased 11 percent last month due mainly to the strength of two blockbuster titles that have proven to be the holiday season #39;s biggest sellers.,2
[[Electronic]] Jihad Internet Attack Rumored For [[Today]] Electronic Jihad Internet Attack Rumored For Today\\Is the [[Electronic]] Jihad attack happening today or is it just stirred up rumors? Yevgeny Kaspersky has raised concerns of a major attack on the [[internet]] today. Kaspersky has been widely quoted as saying that there would be a major online attack against Israeli ...,[[Electroniϲ]] Jihad Internet Attack Rumored For [[Toay]] Electronic Jihad Internet Attack Rumored For Today\\Is the [[Electⲅonic]] Jihad attack happening today or is it just stirred up rumors? Yevgeny Kaspersky has raised concerns of a major attack on the [[іnternet]] today. Kaspersky has been widely quoted as saying that there would be a major online attack against Israeli ...,3
[[SEC's]] Gaston Admits Official Missed Call (AP) AP - [[The]] Southeastern [[Conference's]] supervisor of [[officials]] said an [[LSU]] player should have been called for pass interference on a pivotal interception against Alabama.,[[S]] [[EC's]] Gaston Admits Official Missed Call (AP) AP - [[Te]] Southeastern [[Confereոce's]] supervisor of [[of𝚏icials]] said an [[L]] [[SU]] player should have been called for pass interference on a pivotal interception against Alabama.,1
"EC presses for safer internet The EU [[Telecommunications]] [[Council]] today today launched Safer Internet Plus, a scheme to help parents and teachers control what children view online.","EC presses for safer internet The EU [[Telecommunіcations]] [[Cоuncil]] today today launched Safer Internet Plus, a scheme to help parents and teachers control what children view online.",3
"[[Africa]] must move away from [[conflicts]]: [[Mbeki]] LUSAKA: Africa [[must]] [[move]] away from conflicts and begin to [[pool]] its resources to develop the impoverished continent and reduce poverty, South African President [[Thabo]] Mbeki said on Sunday.","[[Afⲅica]] must move away from [[coոflicts]]: [[Meki]] LUSAKA: Africa [[mսst]] [[mve]] away from conflicts and begin to [[pooⅼ]] its resources to develop the impoverished continent and reduce poverty, South African President [[Tհabo]] Mbeki said on Sunday.",0
[[Qualcomm]] Raises Earnings Forecast [[Qualcomm]] Inc. on Friday raised its quarterly profit forecast due to strong demand for its mobile phone [[technology]]. The San Diego company said it [[expects]] earnings per ,[[Quɑlcomm]] Raises Earnings Forecast [[Qualcmom]] Inc. on Friday raised its quarterly profit forecast due to strong demand for its mobile phone [[technoⅼogy]]. The San Diego company said it [[expectѕ]] earnings per ,2
"[[Microsoft]] reworks [[antispam]] spec to silence critics com October 25, [[2004]], [[6]]:49 PM PT. This [[priority]] retains its ranking at number [[five]] as more and more companies deploy Web Services to share business logic, data and [[processes]] with each other and with [[clients]].","[[Microsof𝚝]] reworks [[antisрam]] spec to silence critics com October 25, [[200Ꮞ]], [[б]]:49 PM PT. This [[priori𝚝y]] retains its ranking at number [[fi]] [[ve]] as more and more companies deploy Web Services to share business logic, data and [[processeѕ]] with each other and with [[clientѕ]].",3
Football: Spanish FA apologises [[The]] Spanish FA apologises to its [[English]] counterparts [[following]] [[racist]] chanting.,Football: Spanish FA apologises [[Te]] Spanish FA apologises to its [[Eglish]] counterparts [[fоllowing]] [[rcaist]] chanting.,0
Cycling: [[Petacchi]] wins second stage in [[Spain]] MADRID : [[Alessandro]] [[Petacchi]] showed why he is considered one of the world #[[39]];s top sprinters when coming out on top in a mass dash to the line in the second stage of the [[Tour]] of Spain.,Cycling: [[Pe]] [[tacchi]] wins second stage in [[Span]] MADRID : [[Alеssandro]] [[Pet]] [[acchi]] showed why he is considered one of the world #[[3৭]];s top sprinters when coming out on top in a mass dash to the line in the second stage of the [[Tоur]] of Spain.,1
"[[Vietnam]] [[Marks]] [[Independence]] with Pardons for [[Prisoners]]  HANOI (Reuters) - [[Vietnam]] has released nearly 9,000  [[prisoners]], including 10 inmates whose cases it [[says]] had [[drawn]]  international [[attention]], as part of traditional pardons granted  ahead of independence celebrations on September 2.","[[Vietnaｍ]] [[Mars]] [[Independenϲe]] with Pardons for [[Prisonerѕ]]  HANOI (Reuters) - [[Vietnaｍ]] has released nearly 9,000  [[prisoneⲅs]], including 10 inmates whose cases it [[sas]] had [[draԝn]]  international [[atten𝚝ion]], as part of traditional pardons granted  ahead of independence celebrations on September 2.",0
