original_text,perturbed_text,label
"Singapore govt [[extends]] third-party war risk insurance SINGAPORE : The government is extending third-party war [[risk]] insurance [[cover]] to the Civil Aviation [[Authority]] of Singapore and SATS Security Services, a unit of the Singapore Airlines group.","Singapore govt [[exsert]] third-party war risk insurance SINGAPORE : The government is extending third-party war [[endangerment]] insurance [[shroud]] to the Civil Aviation [[authorization]] of Singapore and SATS Security Services, a unit of the Singapore Airlines group.",2
"Mills Grabs \$1B Portfolio; Taubman Likely to Lose [[Contracts]] Mills Corp. agreed to purchase a 50 percent [[interest]] in [[nine]] malls owned by General Motors Asset Management Corp. for just over \$1 billion, creating a new joint venture between the groups. The deal will extend ...","Mills Grabs \$1B Portfolio; Taubman Likely to Lose [[compress]] Mills Corp. agreed to purchase a 50 percent [[involvement]] in [[nine-spot]] malls owned by General Motors Asset Management Corp. for just over \$1 billion, creating a new joint venture between the groups. The deal will extend ...",2
"Sun to [[shine]] spotlight on new operating system, Solaris [[10]] Sun Microsystems SUNW is expected to release a new version of its operating system today - a big part of the struggling computer maker #39;s plan to [[save]] itself.","Sun to [[strike]] spotlight on new operating system, Solaris [[decade]] Sun Microsystems SUNW is expected to release a new version of its operating system today - a big part of the struggling computer maker #39;s plan to [[economise]] itself.",3
Today in Athens Leontien Zijlaard-van Moorsel of the Netherlands wipes a [[tear]] after winning the gold medal in the [[women]] #39;s road [[cycling]] [[individual]] time [[trial]] at the Vouliagmeni Olympic Centre in Athens on [[Wednesday]]. ,Today in Athens Leontien Zijlaard-van Moorsel of the Netherlands wipes a [[rent]] after winning the gold medal in the [[woman]] #39;s road [[motorbike]] [[mortal]] time [[run]] at the Vouliagmeni Olympic Centre in Athens on [[Wed]]. ,1
President Hu [[congratulates]] Sihamoni on becoming king of Cambodia [[Chinese]] President Hu Jintao sent a message to Norodom Sihamoni on Thursday to [[congratulate]] him on his election as the [[king]] of Cambodia.,President Hu [[felicitate]] Sihamoni on becoming king of Cambodia [[Taiwanese]] President Hu Jintao sent a message to Norodom Sihamoni on Thursday to [[preen]] him on his election as the [[magnate]] of Cambodia.,0
"Anniversary remembered on [[game]] day When the attacks came on Sept. 11, 2001, Tom O'Brien, if only for a moment, stopped being [[Boston]] College's coach. On that day, as the [[World]] Trade [[Center]] and Pentagon smoldered and the world stood still, O'Brien was a Navy man.","Anniversary remembered on [[crippled]] day When the attacks came on Sept. 11, 2001, Tom O'Brien, if only for a moment, stopped being [[Beantown]] College's coach. On that day, as the [[global]] Trade [[essence]] and Pentagon smoldered and the world stood still, O'Brien was a Navy man.",1
"[[Restive]] Maldives [[eases]] curfew after [[rounding]] up [[dissidents]] (AFP) AFP - A curfew in the [[capital]] of the Maldives was [[eased]] but [[parliament]] sessions were [[put]] off indefinitely and [[emergency]] [[rule]] continued [[following]] [[last]] week's [[riots]], [[officials]] and [[residents]] [[said]].","[[edgy]] Maldives [[comfort]] curfew after [[assault]] up [[protester]] (AFP) AFP - A curfew in the [[cap]] of the Maldives was [[facilitate]] but [[sevens]] sessions were [[pose]] off indefinitely and [[pinch]] [[prescript]] continued [[be]] [[finally]] week's [[sidesplitter]], [[official]] and [[resident]] [[order]].",0
"[[US]] [[Airways]], [[Pilots]] [[Union]] [[Near]] [[Agreement]] US Airways is seeking \$800 million in [[concessions]] from employee unions as it [[attempts]] to [[avoid]] [[filing]] Chapter [[11]]. The [[Air]] [[Line]] [[Pilots]] [[Association]] will [[present]] its proposal on the evening of ","[[uranium]] [[skyway]], [[pilot]] [[union]] [[penny-pinching]] [[arrangement]] US Airways is seeking \$800 million in [[conceding]] from employee unions as it [[endeavour]] to [[void]] [[charge]] Chapter [[eleven]]. The [[bare]] [[blood]] [[pilot]] [[affiliation]] will [[represent]] its proposal on the evening of ",2
"Viacom, Disney pay \$1.5M FCC [[fine]] Disney and Viacom agreed to a [[fine]] of \$[[1]].5 million from the Federal Communications Commission over claims their children #39;s cable [[television]] [[networks]] violated advertising restrictions, the FCC said Thursday.","Viacom, Disney pay \$1.5M FCC [[hunky-dory]] Disney and Viacom agreed to a [[hunky-dory]] of \$[[ane]].5 million from the Federal Communications Commission over claims their children #39;s cable [[video]] [[web]] violated advertising restrictions, the FCC said Thursday.",2
"[[Starting]] today, funds' stances on proxies are matter of [[record]] Every year, public [[companies]] put a number of questions before their [[stockholders]] for a vote. Investors weigh in on whether to reelect company directors, reappoint auditors, and approve or kill plans to give [[big]] stock option packages to senior executives.","[[protrude]] today, funds' stances on proxies are matter of [[commemorate]] Every year, public [[company]] put a number of questions before their [[shareholder]] for a vote. Investors weigh in on whether to reelect company directors, reappoint auditors, and approve or kill plans to give [[bad]] stock option packages to senior executives.",2
Atlas Copco to Sell Electric Tool Business Swedish engineering company Atlas Copco [[said]] Monday it will sell its electric [[tool]] business to Hong Kong-based Techtronic Industries Co.,Atlas Copco to Sell Electric Tool Business Swedish engineering company Atlas Copco [[enunciate]] Monday it will sell its electric [[puppet]] business to Hong Kong-based Techtronic Industries Co.,2
"Women, and the [[future]] of IT &lt;strong&gt;Interview&lt;/strong&gt; Professor Wendy Hall talks to &lt;em&gt;The Reg&lt;/em&gt;","Women, and the [[hereafter]] of IT &lt;strong&gt;Interview&lt;/strong&gt; Professor Wendy Hall talks to &lt;em&gt;The Reg&lt;/em&gt;",3
