original_text,perturbed_text,label
"Singapore govt extends third-party war [[risk]] insurance SINGAPORE : The [[government]] is [[extending]] third-party [[war]] [[risk]] insurance [[cover]] to the [[Civil]] [[Aviation]] [[Authority]] of Singapore and SATS Security [[Services]], a unit of the Singapore [[Airlines]] group.","Singapore govt extends third-party war [[jeopardy]] insurance SINGAPORE : The [[politics]] is [[expand]] third-party [[warfare]] [[jeopardy]] insurance [[binding]] to the [[civil]] [[air]] [[bureau]] of Singapore and SATS Security [[Service]], a unit of the Singapore [[airline]] group.",2
"Mills [[Grabs]] \$1B Portfolio; Taubman Likely to Lose [[Contracts]] [[Mills]] Corp. agreed to purchase a 50 percent interest in nine malls owned by [[General]] Motors Asset Management Corp. for just over \$1 [[billion]], creating a [[new]] [[joint]] venture between the groups. The [[deal]] will [[extend]] ...","Mills [[snaffle]] \$1B Portfolio; Taubman Likely to Lose [[compact]] [[Mill]] Corp. agreed to purchase a 50 percent interest in nine malls owned by [[ecumenical]] Motors Asset Management Corp. for just over \$1 [[million]], creating a [[novel]] [[junction]] venture between the groups. The [[stack]] will [[run]] ...",2
"Sun to shine [[spotlight]] on new [[operating]] system, Solaris [[10]] Sun Microsystems SUNW is expected to release a new version of its operating system today - a [[big]] part of the struggling computer maker #39;s plan to save itself.","Sun to shine [[spot]] on new [[manoeuver]] system, Solaris [[decade]] Sun Microsystems SUNW is expected to release a new version of its operating system today - a [[self-aggrandising]] part of the struggling computer maker #39;s plan to save itself.",3
Today in Athens Leontien Zijlaard-van Moorsel of the Netherlands wipes a [[tear]] after winning the gold medal in the women #[[39]];s road [[cycling]] individual time trial at the Vouliagmeni Olympic Centre in Athens on Wednesday. ,Today in Athens Leontien Zijlaard-van Moorsel of the Netherlands wipes a [[displume]] after winning the gold medal in the women #[[thirty-nine]];s road [[cycle]] individual time trial at the Vouliagmeni Olympic Centre in Athens on Wednesday. ,1
"Phelps Seeks More Gold at World Championships  INDIANAPOLIS (Reuters) - Still [[riding]] a wave of euphoria  from the Olympics, Michael Phelps returns to the pool this week  at the world [[short]] course [[swimming]] [[championships]] seeking a  repeat of his six gold medals in Athens.","Phelps Seeks More Gold at World Championships  INDIANAPOLIS (Reuters) - Still [[disembarrass]] a wave of euphoria  from the Olympics, Michael Phelps returns to the pool this week  at the world [[brusque]] course [[float]] [[backing]] seeking a  repeat of his six gold medals in Athens.",1
"Viacom, Disney pay \$1.5M FCC [[fine]] Disney and Viacom agreed to a fine of \$1.5 million from the Federal Communications Commission over claims their children #39;s cable television networks violated advertising restrictions, the FCC [[said]] Thursday.","Viacom, Disney pay \$1.5M FCC [[hunky-dory]] Disney and Viacom agreed to a fine of \$1.5 million from the Federal Communications Commission over claims their children #39;s cable television networks violated advertising restrictions, the FCC [[enunciate]] Thursday.",2
"Anniversary remembered on [[game]] day When the attacks came on [[Sept]]. 11, 2001, Tom O'Brien, if only for a moment, stopped being Boston College's coach. On that day, as the World Trade Center and Pentagon smoldered and the world stood still, O'Brien was a Navy man.","Anniversary remembered on [[crippled]] day When the attacks came on [[kinsfolk]]. 11, 2001, Tom O'Brien, if only for a moment, stopped being Boston College's coach. On that day, as the World Trade Center and Pentagon smoldered and the world stood still, O'Brien was a Navy man.",1
"[[3]] UN [[staff]] kidnapped in [[Afghan]] capital Unknown armed [[men]] in military [[uniform]] kidnapped [[three]] staff of the United Nations in the Afghan capital city at [[broad]] daylight Thursday, Afghan officials confirmed.","[[trey]] UN [[stave]] kidnapped in [[Paxto]] capital Unknown armed [[homo]] in military [[undifferentiated]] kidnapped [[III]] staff of the United Nations in the Afghan capital city at [[panoptic]] daylight Thursday, Afghan officials confirmed.",0
"Hostages [[plight]] [[clouds]] [[meeting]] of [[Blairs]] [[party]] BRIGHTON, England The annual [[conference]] of [[Prime]] Minister Tony Blair #39;s [[Labour]] [[Party]] [[opened]] here Monday under the [[pall]] of the war in Iraq, as the fate of the British hostage [[Ken]] Bigley remained [[uncertain]] amid [[fresh]] [[appeals]] for his [[release]] from [[family]] ","Hostages [[pledge]] [[fog]] [[play]] of [[Blair]] [[company]] BRIGHTON, England The annual [[league]] of [[blossom]] Minister Tony Blair #39;s [[Labor]] [[party]] [[open]] here Monday under the [[daunt]] of the war in Iraq, as the fate of the British hostage [[sight]] Bigley remained [[unsure]] amid [[refreshing]] [[collection]] for his [[departure]] from [[household]] ",0
"[[Swimming]]: Phelps [[Wins]] Gold, [[Pulls]] Out of Relay  ATHENS (Reuters) - Michael Phelps, who has won [[five]] gold  medals in the Olympic pool, [[said]] Friday he was pulling out of  Saturday's 4x100 [[meter]] medley relay final to [[give]] team mate Ian  Crocker the [[chance]] to swim.","[[drown]]: Phelps [[win]] Gold, [[pulling]] Out of Relay  ATHENS (Reuters) - Michael Phelps, who has won [[Phoebe]] gold  medals in the Olympic pool, [[enunciate]] Friday he was pulling out of  Saturday's 4x100 [[metre]] medley relay final to [[founder]] team mate Ian  Crocker the [[risk]] to swim.",1
