original_text,perturbed_text,label
"Sun to shine spotlight on new operating system, Solaris 10 Sun Microsystems SUNW is expected to release a new version of its operating [[system]] today - a big part of the struggling computer maker #39;s plan to save itself.","Sun to shine spotlight on new operating system, Solaris 10 Sun Microsystems SUNW is expected to release a new version of its operating [[sHystem]] today - a big part of the struggling computer maker #39;s plan to save itself.",3
[[President]] [[Hu]] congratulates [[Sihamoni]] on [[becoming]] king of [[Cambodia]] Chinese [[President]] [[Hu]] Jintao sent a message to [[Norodom]] Sihamoni on Thursday to congratulate him on his [[election]] as the king of Cambodia.,[[resident]] [[uH]] congratulates [[Sihaomni]] on [[bOcoming]] king of [[Camobdia]] Chinese [[Presiident]] [[u]] Jintao sent a message to [[Norodm]] Sihamoni on Thursday to congratulate him on his [[elecEion]] as the king of Cambodia.,0
"[[Afghans]] rocky road to [[historic]] [[elections]] [[KALAKAN]], Afghanistan [[There]] were [[toothless]] old [[men]], [[turbaned]] and gray-bearded, and young [[men]] not yet old [[enough]] to [[shave]]. There were mullahs and [[mujahedeen]], and the presidential candidate #39;s 3-year-old son.","[[Afghats]] rocky road to [[hRstoric]] [[electoins]] [[KALWAKAN]], Afghanistan [[Thee]] were [[tLothless]] old [[en]], [[tMurbaned]] and gray-bearded, and young [[en]] not yet old [[enougrh]] to [[save]]. There were mullahs and [[mujaheeen]], and the presidential candidate #39;s 3-year-old son.",0
"[[US]] [[suspends]] helicopter [[flights]] after Japan crash (AFP) [[AFP]] - [[The]] United [[States]] suspended flights of CH-53D [[military]] helicopters in Japan, bowing to protests over a crash in an [[Okinawa]] university campus.","[[SU]] [[suLpends]] helicopter [[fligths]] after Japan crash (AFP) [[AFI]] - [[Tre]] United [[Statnes]] suspended flights of CH-53D [[militayr]] helicopters in Japan, bowing to protests over a crash in an [[Okinawu]] university campus.",0
"[[Viacom]], Disney pay \$1.[[5M]] FCC [[fine]] Disney and Viacom agreed to a fine of \$1.5 million from the Federal Communications Commission over claims their children #[[39]];s cable television networks violated advertising restrictions, the [[FCC]] [[said]] [[Thursday]].","[[iVacom]], Disney pay \$1.[[M5]] FCC [[fie]] Disney and Viacom agreed to a fine of \$1.5 million from the Federal Communications Commission over claims their children #[[9]];s cable television networks violated advertising restrictions, the [[uCC]] [[sZaid]] [[hTursday]].",2
"[[Annan]] Starts [[Reshuffling]] UN Staff for Reform [[Push]] (Reuters) Reuters - U.N. Secretary-General [[Kofi]]\[[Annan]] on Monday [[chose]] the high-profile [[British]] [[head]] of a key\[[agency]] as his [[new]] [[chief]] of staff, the [[start]] of a reshuffle\aimed at instituting U.N. reforms and combating scandals.","[[AnnaLn]] Starts [[Rshuffling]] UN Staff for Reform [[PusJ]] (Reuters) Reuters - U.N. Secretary-General [[Kfofi]]\[[nnan]] on Monday [[chPse]] the high-profile [[Bitish]] [[had]] of a key\[[ageny]] as his [[nw]] [[cehief]] of staff, the [[stat]] of a reshuffle\aimed at instituting U.N. reforms and combating scandals.",0
ACLU Seeks to Challenge Gay Adoption [[Ban]] (AP) [[AP]] - The American Civil Liberties Union asked the Supreme Court on Friday to hear its challenge to Florida's ban on adoptions by gays.,ACLU Seeks to Challenge Gay Adoption [[BPn]] (AP) [[P]] - The American Civil Liberties Union asked the Supreme Court on Friday to hear its challenge to Florida's ban on adoptions by gays.,0
"[[Nevada]] [[Implements]] 1st Touch-Screen Voting Machines With Paper-Trail By RACHEL KONRAD     CARSON CITY, Nev. (AP) -- In what could become a model for other states, Nevada voters on Tuesday became the first in the nation to cast [[ballots]] in a statewide election on computers that printed paper records of electronic ballots...","[[NevaCda]] [[ImpleZments]] 1st Touch-Screen Voting Machines With Paper-Trail By RACHEL KONRAD     CARSON CITY, Nev. (AP) -- In what could become a model for other states, Nevada voters on Tuesday became the first in the nation to cast [[balfots]] in a statewide election on computers that printed paper records of electronic ballots...",3
"U.S. Stocks Headed for Flat Open  NEW YORK ([[Reuters]]) - U.S. stocks appeared set for a modest  [[rebound]] at the open on Thursday, as oil prices retreated a day  after spiking to more than \$[[48]] a barrel, a rise that [[fueled]] a  sharp slide in stocks on concern that energy prices would hurt  corporate profits and consumer spending.","U.S. Stocks Headed for Flat Open  NEW YORK ([[Rueters]]) - U.S. stocks appeared set for a modest  [[rebuond]] at the open on Thursday, as oil prices retreated a day  after spiking to more than \$[[84]] a barrel, a rise that [[feled]] a  sharp slide in stocks on concern that energy prices would hurt  corporate profits and consumer spending.",2
"International Space Station Crew Begins Preflight Exams MOSCOW ([[AP]]) -- The replacement [[crew]] for the International [[Space]] [[Station]] started two days of preflight exams Monday, part of final [[preparations]] to relieve the two-man Russian-American crew finishing a six-month mission.    Russian cosmonaut Salizhan Sharipov and U.S...","International Space Station Crew Begins Preflight Exams MOSCOW ([[P]]) -- The replacement [[Ecrew]] for the International [[SEace]] [[StFtion]] started two days of preflight exams Monday, part of final [[preparatiosn]] to relieve the two-man Russian-American crew finishing a six-month mission.    Russian cosmonaut Salizhan Sharipov and U.S...",3
