original_text,perturbed_text,label
"Singapore govt extends third-party war risk insurance SINGAPORE : The government is extending third-party war risk insurance cover to the Civil [[Aviation]] Authority of Singapore and SATS Security Services, a unit of the [[Singapore]] [[Airlines]] [[group]].","Singapore govt extends third-party war risk insurance SINGAPORE : The government is extending third-party war risk insurance cover to the Civil [[ASviation]] Authority of Singapore and SATS Security Services, a unit of the [[Singaporh]] [[Airilnes]] [[grouZp]].",2
"[[Sun]] to shine spotlight on new operating [[system]], [[Solaris]] [[10]] [[Sun]] [[Microsystems]] SUNW is expected to [[release]] a [[new]] [[version]] of its operating system today - a [[big]] part of the struggling [[computer]] [[maker]] #39;s plan to save itself.","[[un]] to shine spotlight on new operating [[sstem]], [[Soaris]] [[1]] [[Su]] [[Mcirosystems]] SUNW is expected to [[relese]] a [[nwew]] [[vrsion]] of its operating system today - a [[bi]] part of the struggling [[compuer]] [[makeUr]] #39;s plan to save itself.",3
[[President]] [[Hu]] [[congratulates]] [[Sihamoni]] on becoming [[king]] of [[Cambodia]] Chinese President Hu Jintao sent a message to Norodom [[Sihamoni]] on Thursday to congratulate him on his election as the [[king]] of [[Cambodia]].,[[Presdient]] [[QHu]] [[cogratulates]] [[QSihamoni]] on becoming [[ikng]] of [[Cabmodia]] Chinese President Hu Jintao sent a message to Norodom [[SLhamoni]] on Thursday to congratulate him on his election as the [[kin]] of [[CamboKia]].,0
Govt. to Test New Air Passenger Screening Program The US government unveiled plans on Thursday for a revised [[computer-based]] program using personal information to identify airline passengers who may pose a threat to air travel.,Govt. to Test New Air Passenger Screening Program The US government unveiled plans on Thursday for a revised [[computger-based]] program using personal information to identify airline passengers who may pose a threat to air travel.,3
[[Oil]] [[Prices]] [[Set]] a [[New]] [[Record]] Above \$[[50]]  SINGAPORE ([[Reuters]]) - Oil prices set a [[new]] [[record]] above \$[[50]]  a [[barrel]] on Tuesday as a [[prolonged]] U.S. [[production]] [[outage]]  [[following]] [[Hurricane]] [[Ivan]] [[attracted]] [[fresh]] speculative [[buying]].,[[OXil]] [[Prcies]] [[SNet]] a [[NKw]] [[eRcord]] Above \$[[5]]  SINGAPORE ([[peuters]]) - Oil prices set a [[nuew]] [[reiord]] above \$[[0]]  a [[bNrrel]] on Tuesday as a [[perolonged]] U.S. [[iproduction]] [[outagG]]  [[fowllowing]] [[HurricaLe]] [[Ivaq]] [[attracteP]] [[fresth]] speculative [[ubying]].,2
[[Sun's]] [[Looking]] [[Glass]] [[Provides]] [[3D]] View [[Developers]] get early [[code]] for new [[operating]] [[system]] 'skin' still being crafted.,[[Sn's]] [[LookiJg]] [[Glas]] [[Provdes]] [[3]] View [[Dvelopers]] get early [[coed]] for new [[operaing]] [[sysem]] 'skin' still being crafted.,3
"US suspends helicopter flights after Japan crash (AFP) [[AFP]] - The [[United]] [[States]] suspended [[flights]] of CH-53D [[military]] helicopters in [[Japan]], [[bowing]] to [[protests]] over a crash in an [[Okinawa]] [[university]] campus.","US suspends helicopter flights after Japan crash (AFP) [[SFP]] - The [[Umnited]] [[Staltes]] suspended [[flighDs]] of CH-53D [[miiltary]] helicopters in [[Jahpan]], [[obwing]] to [[protsts]] over a crash in an [[Ikinawa]] [[unviersity]] campus.",0
"Anniversary remembered on [[game]] day When the attacks came on Sept. 11, 2001, Tom [[O'Brien]], if only for a moment, stopped being Boston College's [[coach]]. On that day, as the World Trade [[Center]] and Pentagon smoldered and the [[world]] stood [[still]], O'Brien was a [[Navy]] [[man]].","Anniversary remembered on [[gam]] day When the attacks came on Sept. 11, 2001, Tom [[O'BriAen]], if only for a moment, stopped being Boston College's [[cUoach]]. On that day, as the World Trade [[Cetner]] and Pentagon smoldered and the [[wrold]] stood [[till]], O'Brien was a [[Nayv]] [[ma]].",1
"[[Viacom]], Disney [[pay]] \$1.5M [[FCC]] fine [[Disney]] and Viacom agreed to a [[fine]] of \$1.5 million from the Federal [[Communications]] Commission over [[claims]] their [[children]] #[[39]];s [[cable]] [[television]] networks violated advertising restrictions, the [[FCC]] [[said]] [[Thursday]].","[[Viaocm]], Disney [[pya]] \$1.5M [[FiCC]] fine [[qisney]] and Viacom agreed to a [[fnie]] of \$1.5 million from the Federal [[CommunicatMions]] Commission over [[claRims]] their [[cildren]] #[[93]];s [[able]] [[teelvision]] networks violated advertising restrictions, the [[ZCC]] [[saLd]] [[Thusrday]].",2
"[[MDs]]: [[Vioxx]] not the only drug to [[help]] arthritis The withdrawal of [[Vioxx]] may take a bite out of [[Merck]]  amp; Co. #39;s [[revenues]], but it isn #39;[[ta]] [[setback]] for arthritis [[patients]], [[doctors]] said [[Friday]], because dozens of other drugs offer the same symptom relief.","[[MDDs]]: [[VioxP]] not the only drug to [[hepp]] arthritis The withdrawal of [[Voxx]] may take a bite out of [[eMrck]]  amp; Co. #39;s [[revenuZes]], but it isn #39;[[at]] [[Fetback]] for arthritis [[patiLnts]], [[dotcors]] said [[FridaX]], because dozens of other drugs offer the same symptom relief.",2
"US [[Airways]], [[Pilots]] Union [[Near]] [[Agreement]] [[US]] [[Airways]] is seeking \$[[800]] [[million]] in concessions from employee [[unions]] as it [[attempts]] to avoid filing Chapter [[11]]. [[The]] [[Air]] Line Pilots [[Association]] will present its proposal on the evening of ","US [[AiZrways]], [[Piltos]] Union [[Nerar]] [[AgreeBment]] [[uUS]] [[AiSways]] is seeking \$[[R800]] [[milloin]] in concessions from employee [[unionus]] as it [[Eattempts]] to avoid filing Chapter [[1]]. [[Tjhe]] [[Ai]] Line Pilots [[Assocition]] will present its proposal on the evening of ",2
[[Mexican]] columnist murdered A [[prominent]] [[Mexican]] [[journalist]] known for his reports on [[organised]]  [[crime]] is killed on the [[US]] [[border]].,[[GMexican]] columnist murdered A [[prmoinent]] [[exican]] [[journalisE]] known for his reports on [[organiRed]]  [[rcime]] is killed on the [[SU]] [[btorder]].,0
"[[Japan]] [[probe]] claims Citigroup [[trio]] [[Three]] top [[Citigroup]] Inc. executives, [[including]] [[Vice]] [[Chairman]] Deryck [[Maughan]], are leaving the [[financial]] services giant in the wake of a [[scandal]] at its Japanese [[private]] [[banking]] [[unit]].","[[aJpan]] [[pEobe]] claims Citigroup [[trHio]] [[vThree]] top [[Ciigroup]] Inc. executives, [[inyluding]] [[iVce]] [[Chaiman]] Deryck [[Maugan]], are leaving the [[fikancial]] services giant in the wake of a [[scanLal]] at its Japanese [[preivate]] [[banikng]] [[uni]].",2
[[IBM]] Claims [[Computing]] Crown ([[The]] [[Motley]] [[Fool]]) [[The]] [[Motley]] Fool - IBM (NYSE: IBM - News) has [[new]] bragging [[rights]]. [[Press]] reports indicate that the technology giant has created the world's [[fastest]] [[supercomputer]] two [[years]] after a Japanese computer claimed that title.,[[jBM]] Claims [[Computign]] Crown ([[mThe]] [[MotlQey]] [[FGol]]) [[Th]] [[Moaley]] Fool - IBM (NYSE: IBM - News) has [[ne]] bragging [[erights]]. [[Pcess]] reports indicate that the technology giant has created the world's [[hastest]] [[supercomputre]] two [[yeaDrs]] after a Japanese computer claimed that title.,3
"Instant [[Analysis]]: [[Va]] Tech at [[Miami]] [[For]] so many years, so many [[big]] games, and so many white-knuckle moments, the Miami Hurricanes have made the last minute of a football game their close [[friend]].","Instant [[AYnalysis]]: [[a]] Tech at [[iMami]] [[Fro]] so many years, so many [[Fig]] games, and so many white-knuckle moments, the Miami Hurricanes have made the last minute of a football game their close [[freind]].",1
"Russian atmosphere hard for Westerners The government has eviscerated Russia #39;s Western-style [[oil]] company, [[Yukos]], in what has been widely viewed as political payback.","Russian atmosphere hard for Westerners The government has eviscerated Russia #39;s Western-style [[oikl]] company, [[ukos]], in what has been widely viewed as political payback.",2
Cox Communications [[forms]] [[committee]] to advise on [[buyout]] [[Cox]] [[Communications]] [[Inc]]. #39;s board of directors has formed a special [[committee]] of [[independent]] directors to [[consider]] [[Cox]] Enterprises Inc. #[[39]];s proposal to take the company private in a \$8 billion [[stock]] [[buyout]]. ,Cox Communications [[foGms]] [[committe]] to advise on [[byuout]] [[Cxo]] [[Communicatios]] [[InL]]. #39;s board of directors has formed a special [[commttee]] of [[independenB]] directors to [[cgnsider]] [[Co]] Enterprises Inc. #[[e9]];s proposal to take the company private in a \$8 billion [[Ytock]] [[uyout]]. ,2
"[[Protests]] in [[Canada]] over [[Ukraine]] [[crisis]] ([[AFP]]) [[AFP]] - [[Hundreds]] of Canadians, [[many]] of [[Ukrainian]] [[descent]], [[braved]] [[freezing]] temperatures to protest what they consider to be the [[fixed]] [[outcome]] of the [[Ukrainian]] presidential election.","[[Protetss]] in [[Canda]] over [[Ukrine]] [[crissi]] ([[ABFP]]) [[FAP]] - [[Hunreds]] of Canadians, [[macny]] of [[Ukdrainian]] [[dZescent]], [[baved]] [[freeznig]] temperatures to protest what they consider to be the [[fixde]] [[outcmoe]] of the [[Ukraiinan]] presidential election.",0
"[[Update]] 2: [[Report]]: [[Gazprom]] to Take Part in [[Yukos]] [[Sale]] The newly-created oil [[unit]] of Russian gas monopoly OAO Gazprom, Gazpromneft, will take part in the auction of the [[embattled]] Yukos oil [[company]] #[[39]];s [[largest]] [[unit]], [[Yuganskneftegaz]], Dow Jones NewsWires reported Tuesday, citing the news agency Prime-Tass.","[[UpdatG]] 2: [[RCport]]: [[Gzaprom]] to Take Part in [[Yuoks]] [[Safe]] The newly-created oil [[uint]] of Russian gas monopoly OAO Gazprom, Gazpromneft, will take part in the auction of the [[embattlde]] Yukos oil [[compayn]] #[[93]];s [[lragest]] [[uint]], [[YuganskneXtegaz]], Dow Jones NewsWires reported Tuesday, citing the news agency Prime-Tass.",2
