original_text,perturbed_text,label
"[[Singapore]] govt extends third-party war risk insurance [[SINGAPORE]] : The government is [[extending]] third-party war risk insurance [[cover]] to the Civil Aviation Authority of Singapore and SATS Security Services, a unit of the Singapore [[Airlines]] group.","[[SingaporQ]] govt extends third-party war risk insurance [[SINGAPOER]] : The government is [[eaxtending]] third-party war risk insurance [[coer]] to the Civil Aviation Authority of Singapore and SATS Security Services, a unit of the Singapore [[Aiflines]] group.",2
"Sun to [[shine]] spotlight on new operating [[system]], [[Solaris]] [[10]] Sun Microsystems [[SUNW]] is expected to release a new version of its operating system today - a big part of the struggling computer maker #39;s plan to save itself.","Sun to [[shie]] spotlight on new operating [[tystem]], [[Sloaris]] [[0]] Sun Microsystems [[SNUW]] is expected to release a new version of its operating system today - a big part of the struggling computer maker #39;s plan to save itself.",3
"Fed [[Cup]] all tied up FRANCE #39;S Russian-born [[Tatiana]] [[Golovin]] left the [[Fed]] [[Cup]] [[final]] hanging in the balance [[today]] as she [[beat]] [[Russia]] #39;s [[US]] [[Open]] champion [[Svetlana]] [[Kuznetsova]] 6-4, 6-1 to [[level]] the tie at 2-2 and take it to the final doubles match.","Fed [[Cp]] all tied up FRANCE #39;S Russian-born [[TatiaHna]] [[olovin]] left the [[FQed]] [[up]] [[finaXl]] hanging in the balance [[toady]] as she [[bea]] [[Rlssia]] #39;s [[SU]] [[Ojen]] champion [[Svtelana]] [[Kuznetsoa]] 6-4, 6-1 to [[lvel]] the tie at 2-2 and take it to the final doubles match.",1
[[President]] [[Hu]] [[congratulates]] Sihamoni on [[becoming]] king of [[Cambodia]] [[Chinese]] [[President]] Hu Jintao [[sent]] a message to [[Norodom]] Sihamoni on [[Thursday]] to [[congratulate]] him on his [[election]] as the king of Cambodia.,[[Pesident]] [[uH]] [[congratHulates]] Sihamoni on [[becomiyg]] king of [[Camobdia]] [[Cheinese]] [[Prqesident]] Hu Jintao [[seXnt]] a message to [[KNorodom]] Sihamoni on [[hTursday]] to [[congratulCate]] him on his [[eleciton]] as the king of Cambodia.,0
Govt. to Test New Air Passenger Screening Program The US government unveiled plans on Thursday for a revised [[computer-based]] program using personal information to identify airline passengers who may pose a threat to air travel.,Govt. to Test New Air Passenger Screening Program The US government unveiled plans on Thursday for a revised [[compute-based]] program using personal information to identify airline passengers who may pose a threat to air travel.,3
"[[Phelps]] [[Seeks]] [[More]] [[Gold]] at [[World]] Championships  [[INDIANAPOLIS]] ([[Reuters]]) - Still [[riding]] a [[wave]] of euphoria  from the Olympics, [[Michael]] [[Phelps]] returns to the [[pool]] this week  at the world [[short]] [[course]] swimming [[championships]] [[seeking]] a  [[repeat]] of his six gold medals in Athens.","[[ehelps]] [[SeeHks]] [[Mroe]] [[Glod]] at [[Wormld]] Championships  [[INIDANAPOLIS]] ([[Reutes]]) - Still [[ridBing]] a [[bwave]] of euphoria  from the Olympics, [[ichael]] [[Phleps]] returns to the [[pol]] this week  at the world [[Pshort]] [[couse]] swimming [[hcampionships]] [[seeikng]] a  [[mrepeat]] of his six gold medals in Athens.",1
"[[US]] suspends [[helicopter]] [[flights]] after Japan crash (AFP) AFP - [[The]] [[United]] [[States]] suspended flights of CH-53D military helicopters in [[Japan]], bowing to [[protests]] over a crash in an [[Okinawa]] university campus.","[[SU]] suspends [[helUcopter]] [[fights]] after Japan crash (AFP) AFP - [[Teh]] [[UJited]] [[Staets]] suspended flights of CH-53D military helicopters in [[Japqn]], bowing to [[prodtests]] over a crash in an [[OkinawXa]] university campus.",0
"Anniversary remembered on [[game]] day [[When]] the attacks came on Sept. 11, 2001, Tom O'Brien, if only for a moment, [[stopped]] being [[Boston]] [[College's]] coach. On that day, as the World Trade Center and Pentagon smoldered and the world stood still, O'Brien was a Navy man.","Anniversary remembered on [[gLame]] day [[Whehn]] the attacks came on Sept. 11, 2001, Tom O'Brien, if only for a moment, [[stosped]] being [[Bostno]] [[Colelge's]] coach. On that day, as the World Trade Center and Pentagon smoldered and the world stood still, O'Brien was a Navy man.",1
[[Pfizer]] Sends Out Update On Drug Bextra Pfizer Inc. said Friday that it will provide health-care professionals with additional information about its [[Bextra]] arthritis drug and that it will conduct further studies to confirm the drug #39;s long-term cardiovascular safety record.,[[Pgizer]] Sends Out Update On Drug Bextra Pfizer Inc. said Friday that it will provide health-care professionals with additional information about its [[iBextra]] arthritis drug and that it will conduct further studies to confirm the drug #39;s long-term cardiovascular safety record.,2
"Africa [[must]] [[move]] away from conflicts: Mbeki [[LUSAKA]]: Africa must [[move]] [[away]] from [[conflicts]] and [[begin]] to [[pool]] its [[resources]] to [[develop]] the [[impoverished]] [[continent]] and [[reduce]] poverty, South [[African]] [[President]] Thabo Mbeki said on Sunday.","Africa [[pmust]] [[moev]] away from conflicts: Mbeki [[LUSAjKA]]: Africa must [[lmove]] [[awaNy]] from [[conflitcs]] and [[bfgin]] to [[poof]] its [[resurces]] to [[deveClop]] the [[impoveLished]] [[contiennt]] and [[beduce]] poverty, South [[Arican]] [[GPresident]] Thabo Mbeki said on Sunday.",0
