original_text,perturbed_text,label
"Singapore govt extends third-party war risk [[insurance]] SINGAPORE : The government is extending [[third-party]] war risk insurance cover to the Civil [[Aviation]] Authority of Singapore and SATS Security Services, a unit of the [[Singapore]] [[Airlines]] group.","Singapore govt extends third-party war risk [[insurafce]] SINGAPORE : The government is extending [[thirdp-arty]] war risk insurance cover to the Civil [[Avaition]] Authority of Singapore and SATS Security Services, a unit of the [[Singaporh]] [[AirlinXs]] group.",2
"[[Mills]] [[Grabs]] \$[[1B]] [[Portfolio]]; [[Taubman]] Likely to Lose Contracts Mills [[Corp]]. [[agreed]] to purchase a 50 [[percent]] [[interest]] in [[nine]] malls owned by General [[Motors]] [[Asset]] [[Management]] Corp. for just over \$1 [[billion]], [[creating]] a new [[joint]] venture between the [[groups]]. [[The]] [[deal]] will extend ...","[[MillI]] [[GrabMs]] \$[[1]] [[Protfolio]]; [[Tauban]] Likely to Lose Contracts Mills [[Copr]]. [[ageed]] to purchase a 50 [[Eercent]] [[iPterest]] in [[nin]] malls owned by General [[MHotors]] [[Aset]] [[Manaement]] Corp. for just over \$1 [[billNion]], [[cerating]] a new [[joiNnt]] venture between the [[gropups]]. [[Te]] [[deabl]] will extend ...",2
Govt. to Test New Air Passenger Screening Program The US government unveiled plans on Thursday for a revised [[computer-based]] program using personal information to identify airline passengers who may pose a threat to air travel.,Govt. to Test New Air Passenger Screening Program The US government unveiled plans on Thursday for a revised [[copmuter-based]] program using personal information to identify airline passengers who may pose a threat to air travel.,3
[[Oil]] [[Prices]] Set a [[New]] [[Record]] Above \$[[50]]  [[SINGAPORE]] (Reuters) - [[Oil]] [[prices]] set a [[new]] [[record]] above \$50  a [[barrel]] on [[Tuesday]] as a prolonged U.S. [[production]] outage  [[following]] Hurricane Ivan [[attracted]] fresh speculative [[buying]].,[[Ol]] [[PriAes]] Set a [[ew]] [[Rzcord]] Above \$[[5Z0]]  [[GSINGAPORE]] (Reuters) - [[iOl]] [[price]] set a [[ew]] [[rcord]] above \$50  a [[barrl]] on [[Tuiesday]] as a prolonged U.S. [[prpduction]] outage  [[folowing]] Hurricane Ivan [[Mttracted]] fresh speculative [[buyXing]].,2
"US suspends [[helicopter]] flights after Japan crash ([[AFP]]) [[AFP]] - [[The]] [[United]] [[States]] [[suspended]] flights of CH-53D [[military]] helicopters in [[Japan]], [[bowing]] to [[protests]] over a crash in an [[Okinawa]] university campus.","US suspends [[ehlicopter]] flights after Japan crash ([[AP]]) [[FP]] - [[TEe]] [[nited]] [[Stawes]] [[susFpended]] flights of CH-53D [[miliary]] helicopters in [[Jappn]], [[boing]] to [[protesAts]] over a crash in an [[OkinaEwa]] university campus.",0
"Anniversary remembered on [[game]] day When the attacks came on Sept. 11, 2001, Tom O'Brien, if only for a moment, stopped being Boston College's coach. On that day, as the World Trade Center and Pentagon smoldered and the world stood still, O'Brien was a Navy man.","Anniversary remembered on [[gzame]] day When the attacks came on Sept. 11, 2001, Tom O'Brien, if only for a moment, stopped being Boston College's coach. On that day, as the World Trade Center and Pentagon smoldered and the world stood still, O'Brien was a Navy man.",1
"[[Viacom]], Disney [[pay]] \$1.[[5M]] FCC fine Disney and [[Viacom]] agreed to a fine of \$1.5 million from the Federal Communications Commission over claims their [[children]] #[[39]];s [[cable]] [[television]] networks [[violated]] [[advertising]] restrictions, the FCC said Thursday.","[[VMiacom]], Disney [[Eay]] \$1.[[5S]] FCC fine Disney and [[Viaqom]] agreed to a fine of \$1.5 million from the Federal Communications Commission over claims their [[cildren]] #[[3]];s [[cabe]] [[televisioL]] networks [[violtaed]] [[advertiisng]] restrictions, the FCC said Thursday.",2
[[Pfizer]] [[Sends]] [[Out]] Update On [[Drug]] [[Bextra]] [[Pfizer]] [[Inc]]. said Friday that it will provide [[health-care]] professionals with additional information about its [[Bextra]] arthritis [[drug]] and that it will conduct further studies to confirm the [[drug]] #[[39]];s [[long-term]] [[cardiovascular]] safety record.,[[Pifzer]] [[Seds]] [[ut]] Update On [[Drpg]] [[Betxra]] [[Pfiuer]] [[InBc]]. said Friday that it will provide [[ealth-care]] professionals with additional information about its [[Betxtra]] arthritis [[rug]] and that it will conduct further studies to confirm the [[drzug]] #[[9]];s [[long-tekm]] [[cariovascular]] safety record.,2
"Vietnam Marks [[Independence]] with Pardons for Prisoners  HANOI ([[Reuters]]) - [[Vietnam]] has released [[nearly]] 9,000  [[prisoners]], [[including]] [[10]] [[inmates]] [[whose]] cases it [[says]] had [[drawn]]  [[international]] [[attention]], as part of [[traditional]] pardons granted  ahead of independence celebrations on September 2.","Vietnam Marks [[IndepeXdence]] with Pardons for Prisoners  HANOI ([[Reters]]) - [[iVetnam]] has released [[nerly]] 9,000  [[pisoners]], [[incwluding]] [[X0]] [[inmate]] [[hose]] cases it [[sys]] had [[rawn]]  [[internationfl]] [[aEtention]], as part of [[tarditional]] pardons granted  ahead of independence celebrations on September 2.",0
Verizon [[brings]] [[top-speed]] [[DSL]] to [[16]] more [[areas]] [[DSL]] at [[3mbps]] [[debuts]] in [[areas]] within company's [[existing]] [[footprint]].,Verizon [[brigs]] [[tp-speed]] [[jDSL]] to [[61]] more [[arewas]] [[DSE]] at [[mbps]] [[debtus]] in [[raeas]] within company's [[exitsing]] [[fPotprint]].,3
