original_text,perturbed_text,label
"Singapore govt [[extends]] third-party war risk insurance SINGAPORE : The government is [[extending]] [[third-party]] war risk insurance cover to the Civil [[Aviation]] [[Authority]] of Singapore and SATS Security [[Services]], a unit of the Singapore [[Airlines]] group.","Singapore govt [[establishes]] third-party war risk insurance SINGAPORE : The government is [[distributing]] [[electronic]] war risk insurance cover to the Civil [[aircraft]] [[service]] of Singapore and SATS Security [[services]], a unit of the Singapore [[aviation]] group.",2
"Anniversary remembered on game day [[When]] the attacks came on Sept. 11, 2001, Tom O'Brien, if only for a moment, [[stopped]] being Boston College's coach. On that day, as the [[World]] Trade Center and Pentagon smoldered and the world stood still, O'Brien was a Navy man.","Anniversary remembered on game day [[then]] the attacks came on Sept. 11, 2001, Tom O'Brien, if only for a moment, [[recalled]] being Boston College's coach. On that day, as the [[worlds]] Trade Center and Pentagon smoldered and the world stood still, O'Brien was a Navy man.",1
"[[Viacom]], Disney pay \$1.5M FCC fine Disney and [[Viacom]] agreed to a fine of \$1.5 million from the Federal Communications Commission over claims their children #39;s cable [[television]] networks violated advertising restrictions, the FCC said Thursday.","[[today]], Disney pay \$1.5M FCC fine Disney and [[channel]] agreed to a fine of \$1.5 million from the Federal Communications Commission over claims their children #39;s cable [[streaming]] networks violated advertising restrictions, the FCC said Thursday.",2
"Hostages plight clouds [[meeting]] of Blairs party BRIGHTON, England The annual conference of Prime [[Minister]] Tony Blair #39;s Labour Party opened here Monday under the pall of the war in Iraq, as the fate of the British hostage Ken Bigley remained uncertain [[amid]] fresh appeals for his release from family ","Hostages plight clouds [[president]] of Blairs party BRIGHTON, England The annual conference of Prime [[president]] Tony Blair #39;s Labour Party opened here Monday under the pall of the war in Iraq, as the fate of the British hostage Ken Bigley remained uncertain [[while]] fresh appeals for his release from family ",0
"[[Starting]] today, funds' stances on proxies are matter of record Every [[year]], public companies put a number of questions before their [[stockholders]] for a vote. [[Investors]] weigh in on whether to reelect company [[directors]], reappoint auditors, and approve or kill plans to give [[big]] stock option packages to senior executives.","[[beginning]] today, funds' stances on proxies are matter of record Every [[time]], public companies put a number of questions before their [[shareholders]] for a vote. [[investors]] weigh in on whether to reelect company [[administrators]], reappoint auditors, and approve or kill plans to give [[small]] stock option packages to senior executives.",2
"[[Alamosa]] Offers to Buy AirGate (Reuters) Reuters - [[Alamosa]] Holdings Inc.  said\on Monday it made an unsolicited bid for AirGate PCS Inc.\ worth about  #36;380 million, which would create one of\the largest sellers of wireless telephone service under the\Sprint  brand.","[[cash]] Offers to Buy AirGate (Reuters) Reuters - [[reuters]] Holdings Inc.  said\on Monday it made an unsolicited bid for AirGate PCS Inc.\ worth about  #36;380 million, which would create one of\the largest sellers of wireless telephone service under the\Sprint  brand.",3
"US Airways to Alter Flights US Airways said it will change its flight schedules in February to [[increase]] departures at its Charlotte and Philadelphia hubs and create a [[mini-hub]] in Fort Lauderdale, Fla.","US Airways to Alter Flights US Airways said it will change its flight schedules in February to [[allow]] departures at its Charlotte and Philadelphia hubs and create a [[service]] in Fort Lauderdale, Fla.",2
"Cloud rat arrives at London Zoo London zoo celebrates the birth of a [[Panay]] cloud rat, a very rare tree-living rodent from the Philippines.","Cloud rat arrives at London Zoo London zoo celebrates the birth of a [[species]] cloud rat, a very rare tree-living rodent from the Philippines.",3
"[[Philippine]] Rebels Free Troops, Talks in [[Doubt]]  PRESENTACION, Philippines (Reuters) - Philippine communist  rebels freed [[Wednesday]] two soldiers they had [[held]] as ""prisoners  of war"" for more than five [[months]], [[saying]] they wanted to  rebuild confidence in peace talks with the [[government]].","[[kurdish]] Rebels Free Troops, Talks in [[philippines]]  PRESENTACION, Philippines (Reuters) - Philippine communist  rebels freed [[detained]] two soldiers they had [[labeled]] as ""prisoners  of war"" for more than five [[month]], [[deciding]] they wanted to  rebuild confidence in peace talks with the [[country]].",0
"Veterans Committee counts for [[little]] The Hall of [[Fame]] released the latest Veterans Committee ballot yesterday. As you might (or might not) remember, there #39;s a (nearly) new committee in town.","Veterans Committee counts for [[most]] The Hall of [[shame]] released the latest Veterans Committee ballot yesterday. As you might (or might not) remember, there #39;s a (nearly) new committee in town.",1
"Study: 39 Million Americans In Working Poor Families WASHINGTON -- A new report indicates that one in every five US jobs [[pays]] less than a poverty-level wage for a family of four. As a [[result]], nearly 39 million Americans, including 20 million children, are [[members]] ","Study: 39 Million Americans In Working Poor Families WASHINGTON -- A new report indicates that one in every five US jobs [[gets]] less than a poverty-level wage for a family of four. As a [[given]], nearly 39 million Americans, including 20 million children, are [[[UNK]]] ",2
