original_text,perturbed_text,label
"Mills Grabs \$1B Portfolio; [[Taubman]] Likely to Lose Contracts Mills Corp. agreed to purchase a 50 percent interest in nine malls owned by General Motors Asset Management Corp. for just over \$1 billion, creating a new joint venture between the groups. The deal will extend ...","Mills Grabs \$1B Portfolio; [[seems]] Likely to Lose Contracts Mills Corp. agreed to purchase a 50 percent interest in nine malls owned by General Motors Asset Management Corp. for just over \$1 billion, creating a new joint venture between the groups. The deal will extend ...",2
[[Govt]]. to Test New Air Passenger Screening Program The US government unveiled plans on Thursday for a revised computer-based program using personal information to identify airline passengers who may pose a threat to air travel.,[[d]]. to Test New Air Passenger Screening Program The US government unveiled plans on Thursday for a revised computer-based program using personal information to identify airline passengers who may pose a threat to air travel.,3
"Anniversary remembered on game day When the attacks came on Sept. 11, 2001, Tom O'Brien, if only for a moment, stopped being Boston [[College's]] coach. On that day, as the World Trade Center and Pentagon smoldered and the world stood still, O'Brien was a Navy man.","Anniversary remembered on game day When the attacks came on Sept. 11, 2001, Tom O'Brien, if only for a moment, stopped being Boston [[university]] coach. On that day, as the World Trade Center and Pentagon smoldered and the world stood still, O'Brien was a Navy man.",1
Cycling: [[Petacchi]] wins second stage in Spain MADRID : Alessandro [[Petacchi]] showed why he is considered one of the world #39;s top sprinters when coming out on top in a mass dash to the line in the second stage of the [[Tour]] of Spain.,Cycling: [[giro]] wins second stage in Spain MADRID : Alessandro [[giro]] showed why he is considered one of the world #39;s top sprinters when coming out on top in a mass dash to the line in the second stage of the [[tours]] of Spain.,1
"Alamosa [[Offers]] to Buy AirGate (Reuters) [[Reuters]] - Alamosa Holdings [[Inc]].  [[said]]\on Monday it made an unsolicited bid for AirGate PCS Inc.\ worth about  #36;380 million, which [[would]] create one of\the largest sellers of wireless telephone [[service]] under the\Sprint  brand.","Alamosa [[offers]] to Buy AirGate (Reuters) [[news]] - Alamosa Holdings [[inc]].  [[media]]\on Monday it made an unsolicited bid for AirGate PCS Inc.\ worth about  #36;380 million, which [[did]] create one of\the largest sellers of wireless telephone [[company]] under the\Sprint  brand.",3
"Agassi bites the dust as Russian Safin sets up final clash with &lt;b&gt;...&lt;/b&gt; MADRID: Marat Safin defeated Andre Agassi 6-3, 7-6 yesterday to book a place in the Madrid [[Masters]] final against Argentina #39;s David Nalbandian.","Agassi bites the dust as Russian Safin sets up final clash with &lt;b&gt;...&lt;/b&gt; MADRID: Marat Safin defeated Andre Agassi 6-3, 7-6 yesterday to book a place in the Madrid [[match]] final against Argentina #39;s David Nalbandian.",1
"Oil Edges Down, Microsoft Boosts Techs  NEW YORK ([[Reuters]]) - Oil prices touched 2-month lows near  \$45 a barrel on Monday before taking [[back]] most of their losses,  but the downward trend knocked energy company [[stocks]] lower and  U.S. stock [[indexes]] ended little changed. A rise in Microsoft  shares helped boost the technology sector.","Oil Edges Down, Microsoft Boosts Techs  NEW YORK ([[[UNK]]]) - Oil prices touched 2-month lows near  \$45 a barrel on Monday before taking [[over]] most of their losses,  but the downward trend knocked energy company [[index]] lower and  U.S. stock [[stock]] ended little changed. A rise in Microsoft  shares helped boost the technology sector.",2
"Veterans Committee counts for little The Hall of [[Fame]] released the latest Veterans Committee ballot yesterday. As you might (or might not) remember, there #39;s a (nearly) new committee in town.","Veterans Committee counts for little The Hall of [[record]] released the latest Veterans Committee ballot yesterday. As you might (or might not) remember, there #39;s a (nearly) new committee in town.",1
"SICK KIDS [[VS]]. DISNEY IN  #39;PETER PAN #39; DUSTUP It #39;s a story that would make Peter Pan glad that he never grew up. Walt Disney Co. is caught in a feud with a UK children #39;s hospital over the copyright to JM Barrie #39;s classic novel,  quot;Peter Pan.","SICK KIDS [[o]]. DISNEY IN  #39;PETER PAN #39; DUSTUP It #39;s a story that would make Peter Pan glad that he never grew up. Walt Disney Co. is caught in a feud with a UK children #39;s hospital over the copyright to JM Barrie #39;s classic novel,  quot;Peter Pan.",2
"Hurricanes soak Knight [[Ridder]] #39;s 3Q [[Knight]] Ridder Inc., publisher of the Miami Herald and the Philadelphia [[Inquirer]], [[said]] third-quarter earnings will miss Wall Street estimates [[due]] to the impact of three recent hurricanes on its Florida newspapers.","Hurricanes soak Knight [[defense]] #39;s 3Q [[knights]] Ridder Inc., publisher of the Miami Herald and the Philadelphia [[chronicle]], [[thought]] third-quarter earnings will miss Wall Street estimates [[equal]] to the impact of three recent hurricanes on its Florida newspapers.",2
"Study: 39 Million Americans In Working Poor Families WASHINGTON -- A new report indicates that one in every five US jobs [[pays]] less than a poverty-level wage for a family of four. As a result, nearly 39 million Americans, including 20 million children, are members ","Study: 39 Million Americans In Working Poor Families WASHINGTON -- A new report indicates that one in every five US jobs [[be]] less than a poverty-level wage for a family of four. As a result, nearly 39 million Americans, including 20 million children, are members ",2
"Yahoo! To Provide Traffic Updates As part of an effort to expand local [[content]], Internet portal company Yahoo! Wednesday [[night]] began offering Web surfers information about current traffic conditions for the largest US metro areas.","Yahoo! To Provide Traffic Updates As part of an effort to expand local [[ization]], Internet portal company Yahoo! Wednesday [[ly]] began offering Web surfers information about current traffic conditions for the largest US metro areas.",3
Movie Studios to Sue Illegal [[Film-File]] Traders Movie studios and the Motion Picture Association of America said on Thursday they would sue individuals suspected of illegally distributing movies over the [[Internet]].,Movie Studios to Sue Illegal [[currency]] Traders Movie studios and the Motion Picture Association of America said on Thursday they would sue individuals suspected of illegally distributing movies over the [[world]].,3
"[[US]] [[stocks]]: Markets rally on Bush win; oil surge limits gains US stocks rallied Wednesday, boosted by [[shares]] of health and defence companies that are seen benefiting from the re-election of President George W. Bush, but higher oil prices checked advances.","[[global]] [[break]]: Markets rally on Bush win; oil surge limits gains US stocks rallied Wednesday, boosted by [[stock]] of health and defence companies that are seen benefiting from the re-election of President George W. Bush, but higher oil prices checked advances.",2
Shares of Video Game Makers Rise Sharply Shares of [[video]] game makers rose sharply Friday after analysts reported industry sales increased 11 percent last month due mainly to the strength of two blockbuster titles that have proven to be the holiday season #39;s biggest sellers.,Shares of Video Game Makers Rise Sharply Shares of [[console]] game makers rose sharply Friday after analysts reported industry sales increased 11 percent last month due mainly to the strength of two blockbuster titles that have proven to be the holiday season #39;s biggest sellers.,2
Britons still prefer fish n'chips ([[AFP]]) AFP - Traditional fish-and-chips along with cherished pub grub remain the dishes of choice for Britons outstripping Chinese or Indian take-aways.,Britons still prefer fish n'chips ([[[UNK]]]) AFP - Traditional fish-and-chips along with cherished pub grub remain the dishes of choice for Britons outstripping Chinese or Indian take-aways.,0
Disney Rules Out New Deal with Pixar Studios In January Disney and [[Pixar]] terminated their talks to extend a distribution partnership that has created such cartoon hits as  [[quot]];Finding Nemo quot; and the  quot;Toy Story [[quot]]; series.,Disney Rules Out New Deal with Pixar Studios In January Disney and [[paramount]] terminated their talks to extend a distribution partnership that has created such cartoon hits as  [[pokemon]];Finding Nemo quot; and the  quot;Toy Story [[series]]; series.,2
"Florida weather may help Israeli [[citrus]] industry As sunshine state licks its wounds from Hurricane Frances, Gan Shmuel could reap the benefits. The most important news for Florida #39;s 2.8 million residents this week has not been from the Republican ","Florida weather may help Israeli [[business]] industry As sunshine state licks its wounds from Hurricane Frances, Gan Shmuel could reap the benefits. The most important news for Florida #39;s 2.8 million residents this week has not been from the Republican ",2
"Same-sex divorce rules still hazy Now that an Ontario couple has been given Canada #39;s first same-sex divorce, experts are divided over just how easy it will be for [[gays]] and lesbians in other provinces to end their marriages.","Same-sex divorce rules still hazy Now that an Ontario couple has been given Canada #39;s first same-sex divorce, experts are divided over just how easy it will be for [[gay]] and lesbians in other provinces to end their marriages.",0
Athens - a \$[[12bn]] bill THE world [[sighed]] with relief when [[Greeks]] kept their promise to deliver some of the [[world]] #39;s finest sport venues in time for the Athens [[Olympics]].,Athens - a \$[[million]] bill THE world [[flooded]] with relief when [[greeks]] kept their promise to deliver some of the [[planet]] #39;s finest sport venues in time for the Athens [[paralympics]].,1
"Maid sues Sony Pictures [[exec]] [[p2pnet]].net News- James Jackson, vp of legal affairs for Sony Pictures Entertainment, filed for bankruptcy protection just days before a lawsuit accusing him and his wife of involuntary servitude, false imprisonment, invasion of privacy, negligence and ","Maid sues Sony Pictures [[operator]] [[star]].net News- James Jackson, vp of legal affairs for Sony Pictures Entertainment, filed for bankruptcy protection just days before a lawsuit accusing him and his wife of involuntary servitude, false imprisonment, invasion of privacy, negligence and ",3
